FAILURE_NAME,UTILITY_DROP,AFFECTED_COMPONENT,CRITICALITY,UTILITY_INCREASE,COSTS,CONNECTIVITY,RELIABILITY,IMPORTANCE,PROVIDED_INTERFACE,REQUIRED_INTERFACE,ADT,RULE, PMax,alpha,REPLICA,REQUEST,0,1,FO
CF2,194.8155047,Buy Now Item Filter,8,194.8155047,1.63,2,0.5,13,1,1,1.318449528,HwRedeployComponent,16.2191377,143.3773476,19,647,-104,0,-104
CF3,68.65687582,Seller Reputation Item Filter,8,68.65687582,1.63,2,0.5,5,1,1,1.134312418,HwRedeployComponent,17.79636848,75.97996468,30,561,-40,0,-40
CF2,226.183225,Bid and Buy Service,10,226.183225,1.64,5,0.5,8,0,5,1.381677499,LwRedeployComponent,7.68021606,189.208131,6,255,0,240,-240
CF2,266.2348049,Reputation Service,8,266.2348049,0.35,4,0.5,14,0,4,1.376519508,RestartComponent,14.0272306,151.5789161,26,957,0,280,-280
CF3,184.6398472,Future Sales Item Filter,7,184.6398472,1.63,2,0.5,14,1,1,1.136015283,HwRedeployComponent,11.61201278,170.676447,12,506,-98,0,-98
CF1,150.5114206,Recommendation Item Filter,9,150.5114206,0.35,2,0.5,9,1,1,1.148857936,RestartComponent,9.853347561,152.5462346,8,272,-81,0,-81
CF2,311.5458647,Inventory Service,9,311.5458647,1.64,3,0.5,12,1,2,1.245413532,LwRedeployComponent,13.07438129,70.4972201,24,420,-162,0,-162
CF2,5.290061772,Last Second Sales Item Filter,10,5.290061772,0.35,2,0.5,1,1,1,1.470993823,RestartComponent,9.667425092,81.91615479,45,906,-10,0,-10
CF3,36.27918242,Seller Reputation Item Filter,8,36.27918242,1.63,2,0.5,3,1,1,1.172081758,HwRedeployComponent,17.79636848,75.97996468,29,532,-24,0,-24
CF3,699.815968,Authentication Service,7,741.815968,1.72,5,0.9,15,4,1,1.418403204,ReplaceComponent,5.10730384,156.5920872,12,439,-567,-378,0
CF3,119.6542032,Past Sales Item Filter,5,119.6542032,1.63,2,0.5,13,1,1,1.03457968,HwRedeployComponent,19.39201685,188.8243981,7,285,-65,0,-65
CF1,58.91409499,Category Item Filter,5,58.91409499,0.35,2,0.5,7,1,1,1.108590501,RestartComponent,12.06781267,83.23832011,48,993,-35,0,-35
CF1,76.82548068,Bid and Buy Service,10,76.82548068,1.72,5,0.5,3,0,5,1.317451932,HwRedeployComponent,7.68021606,189.208131,21,947,0,90,-90
CF1,0.688571776,Region Item Filter,6,0.688571776,0.35,2,0.5,1,1,1,1.131142822,RestartComponent,17.16943865,93.91547799,14,313,-6,0,-6
CF1,339.92739,Inventory Service,9,339.92739,1.66,3,0.5,13,1,2,1.107260995,HwRedeployComponent,13.07438129,70.4972201,24,420,-175.5,0,-175.5
CF2,90.57196635,Persistence Service,7,90.57196635,0.35,5,0.5,6,5,0,1.442803365,RestartComponent,14.73108942,93.8030449,16,358,-84,-63,0
CF3,33.35624967,Buy Now Item Filter,8,33.35624967,1.63,2,0.5,3,1,1,1.464375033,HwRedeployComponent,16.2191377,143.3773476,28,986,-24,0,-24
CF3,29.65284005,Reputation Service,8,29.65284005,1.69,4,0.5,2,0,4,1.034715995,HwRedeployComponent,14.0272306,151.5789161,18,666,0,40,-40
CF3,45.69529732,Item Management Service,8,45.69529732,1.69,4,0.5,3,0,4,1.430470268,HwRedeployComponent,7.445206458,103.3109746,30,766,0,60,-60
CF3,69.14071247,Availability Item Filter,8,69.14071247,1.63,2,0.5,5,1,1,1.085928753,HwRedeployComponent,5.637879756,107.8141421,11,272,-40,0,-40
CF1,43.29143977,Comment Item Filter,7,43.29143977,0.35,2,0.5,4,1,1,1.270856023,RestartComponent,13.4881317,158.2886289,6,221,-28,0,-28
CF3,268.7507104,User Management Service,8,268.7507104,1.69,4,0.5,14,0,4,1.124928957,HwRedeployComponent,17.63671044,128.1755686,5,136,0,280,-280
CF2,57.35656444,Recommendation Item Filter,9,57.35656444,1.63,2,0.5,4,1,1,1.464343556,HwRedeployComponent,9.853347561,152.5462346,20,733,-36,0,-36
CF2,1066.218846,Query Service,9,1066.218846,1.9,11,0.5,12,10,1,1.37811538,HwRedeployComponent,12.89818771,87.25315103,5,88,-972,-864,0
CF2,41.92326944,Future Sales Item Filter,7,41.92326944,1.64,2,0.5,4,1,1,1.407673056,LwRedeployComponent,11.61201278,170.676447,9,383,-28,0,-28
CF1,58.91387927,Past Sales Item Filter,5,58.91387927,1.63,2,0.5,7,1,1,1.108612073,HwRedeployComponent,19.39201685,188.8243981,18,807,-35,0,-35
CF2,116.9850649,Availability Item Filter,8,116.9850649,0.35,2,0.5,8,1,1,1.10149351,RestartComponent,5.637879756,107.8141421,21,566,-64,0,-64
CF2,798.2826624,Query Service,9,798.2826624,1.9,11,0.5,9,10,1,1.171733755,HwRedeployComponent,12.89818771,87.25315103,22,478,-729,-648,0
CF2,109.2553829,Bid and Buy Service,10,109.2553829,0.35,5,0.5,4,0,5,1.074461713,RestartComponent,7.68021606,189.208131,5,198,0,120,-120
CF1,183.54347,Future Sales Item Filter,7,183.54347,1.53,2,0.5,14,1,1,1.245653003,LwRedeployComponent,11.61201278,170.676447,20,827,-98,0,-98
CF3,366.9140069,Authentication Service,7,389.3140069,1.72,5,0.9,8,4,1,1.38859931,ReplaceComponent,5.10730384,156.5920872,15,549,-302.4,-201.6,0
CF2,287.3578072,Reputation Service,8,287.3578072,1.64,4,0.5,15,0,4,1.264219275,LwRedeployComponent,14.0272306,151.5789161,5,179,0,300,-300
CF1,66.70584572,Category Item Filter,5,66.70584572,0.35,2,0.5,8,1,1,1.329415428,RestartComponent,12.06781267,83.23832011,37,766,-40,0,-40
CF1,211.9920932,Seller Reputation Item Filter,8,211.9920932,1.63,2,0.5,14,1,1,1.200790675,HwRedeployComponent,17.79636848,75.97996468,27,501,-112,0,-112
CF2,72.18918081,Comment Item Filter,7,72.18918081,1.63,2,0.5,6,1,1,1.181081919,HwRedeployComponent,13.4881317,158.2886289,14,522,-42,0,-42
CF2,31.47123259,Persistence Service,7,31.47123259,0.35,6,0.5,2,6,0,1.052876741,RestartComponent,14.73108942,93.8030449,11,237,-35,-28,0
CF2,70.89733484,Region Item Filter,6,70.89733484,0.35,2,0.5,7,1,1,1.310266516,RestartComponent,17.16943865,93.91547799,9,207,-42,0,-42
CF3,205.2420176,Query Service,9,205.2420176,1.96,13,0.5,2,12,1,1.075798245,HwRedeployComponent,12.89818771,87.25315103,37,795,-198,-180,0
CF2,48.62148558,Last Second Sales Item Filter,10,48.62148558,1.64,2,0.5,3,1,1,1.137851442,LwRedeployComponent,9.667425092,81.91615479,41,825,-30,0,-30
CF1,106.5592925,Item Management Service,8,106.5592925,1.53,4,0.5,6,0,4,1.344070747,LwRedeployComponent,7.445206458,103.3109746,26,648,0,120,-120
CF3,226.1773612,Availability Item Filter,8,226.1773612,1.63,2,0.5,15,1,1,1.382263876,HwRedeployComponent,5.637879756,107.8141421,14,377,-120,0,-120
CF1,268.2334874,User Management Service,8,268.2334874,0.35,4,0.5,14,0,4,1.176651258,RestartComponent,17.63671044,128.1755686,30,949,0,280,-280
CF1,41.92326944,Future Sales Item Filter,7,41.92326944,1.53,3,0.5,4,2,1,1.407673056,LwRedeployComponent,11.61201278,170.676447,9,383,-28,0,0
CF3,108.549876,Reputation Service,8,108.549876,1.69,4,0.5,6,0,4,1.145012397,HwRedeployComponent,14.0272306,151.5789161,18,672,0,120,-120
CF2,125.2231599,Category Item Filter,5,125.2231599,1.64,2,0.5,14,1,1,1.477684013,LwRedeployComponent,12.06781267,83.23832011,6,107,-70,0,-70
CF2,117.2891217,Past Sales Item Filter,5,117.2891217,1.64,2,0.5,13,1,1,1.271087833,LwRedeployComponent,19.39201685,188.8243981,4,143,-65,0,-65
CF2,390.8218139,Inventory Service,9,390.8218139,1.64,3,0.5,15,1,2,1.417818612,LwRedeployComponent,13.07438129,70.4972201,10,167,-202.5,0,-202.5
CF3,-0.902540673,Future Sales Item Filter,7,-0.902540673,1.63,2,0.5,1,1,1,1.490254067,HwRedeployComponent,11.61201278,170.676447,3,91,-7,0,-7
CF1,188.3599657,Last Second Sales Item Filter,10,188.3599657,0.35,2,0.5,10,1,1,1.164003434,RestartComponent,9.667425092,81.91615479,16,311,-100,0,-100
CF2,651.4900452,Authentication Service,7,651.4900452,1.64,5,0.85,14,4,1,1.490995483,LwRedeployComponent,5.10730384,156.5920872,24,928,-499.8,-333.2,0
CF1,116.0210267,Availability Item Filter,8,116.0210267,1.63,2,0.5,8,1,1,1.197897327,HwRedeployComponent,5.637879756,107.8141421,27,725,-64,0,-64
CF1,16.76336101,Bid and Buy Service,10,16.76336101,0.35,5,0.5,1,0,5,1.323663899,RestartComponent,7.68021606,189.208131,12,566,0,30,-30
CF3,116.3331685,Category Item Filter,5,116.3331685,1.63,2,0.5,13,1,1,1.36668315,HwRedeployComponent,12.06781267,83.23832011,35,708,-65,0,-65
CF2,525.5420251,Query Service,9,525.5420251,1.9,11,0.5,6,10,1,1.445797488,HwRedeployComponent,12.89818771,87.25315103,31,669,-486,-432,0
CF3,127.0187666,Persistence Service,7,127.0187666,1.72,5,0.5,8,5,0,1.298123339,HwRedeployComponent,14.73108942,93.8030449,42,970,-112,-84,0
CF2,36.05447877,Availability Item Filter,8,36.05447877,0.35,2,0.5,3,1,1,1.194552123,RestartComponent,5.637879756,107.8141421,23,606,-24,0,-24
CF2,77.56654497,Recommendation Item Filter,9,77.56654497,0.35,2,0.5,5,1,1,1.243345503,RestartComponent,9.853347561,152.5462346,11,413,-45,0,-45
CF3,164.4781055,Authentication Service,7,174.9781055,1.75,6,0.9,3,5,1,1.402189446,ReplaceComponent,5.10730384,156.5920872,24,905,-151.2,-113.4,0
CF3,269.9242499,User Management Service,8,269.9242499,1.69,4,0.5,14,0,4,1.007575012,HwRedeployComponent,17.63671044,128.1755686,14,439,0,280,-280
CF3,144.6694971,Region Item Filter,6,144.6694971,1.63,2,0.5,13,1,1,1.133050288,HwRedeployComponent,17.16943865,93.91547799,23,531,-78,0,-78
CF3,71.19896395,Future Sales Item Filter,7,71.19896395,1.63,2,0.5,6,1,1,1.280103605,HwRedeployComponent,11.61201278,170.676447,12,491,-42,0,-42
CF2,25.49259675,Region Item Filter,6,25.49259675,1.64,2,0.5,3,1,1,1.050740325,LwRedeployComponent,17.16943865,93.91547799,13,293,-18,0,-18
CF2,67.38046741,Item Management Service,8,67.38046741,1.69,4,0.5,4,0,4,1.261953259,HwRedeployComponent,7.445206458,103.3109746,37,942,0,80,-80
CF2,105.5742046,Bid and Buy Service,10,105.5742046,0.35,5,0.5,4,0,5,1.442579543,RestartComponent,7.68021606,189.208131,3,95,0,120,-120
CF3,225.2097076,Bid and Buy Service,10,225.2097076,1.72,5,0.5,8,0,5,1.479029236,HwRedeployComponent,7.68021606,189.208131,8,376,0,240,-240
CF3,125.6294405,Category Item Filter,5,125.6294405,1.63,2,0.5,14,1,1,1.437055953,HwRedeployComponent,12.06781267,83.23832011,39,791,-70,0,-70
CF3,47.80747748,Region Item Filter,6,47.80747748,1.63,2,0.5,5,1,1,1.219252252,HwRedeployComponent,17.16943865,93.91547799,17,396,-30,0,-30
CF3,99.42365176,Comment Item Filter,7,99.42365176,1.63,2,0.5,8,1,1,1.257634824,HwRedeployComponent,13.4881317,158.2886289,3,94,-56,0,-56
CF1,123.9591811,Inventory Service,9,123.9591811,1.66,3,0.5,5,1,2,1.104081889,HwRedeployComponent,13.07438129,70.4972201,49,858,-67.5,0,-67.5
CF3,709.5589339,Query Service,9,709.5589339,1.9,11,0.5,8,10,1,1.044106612,HwRedeployComponent,12.89818771,87.25315103,7,148,-648,-576,0
CF3,228.054087,Last Second Sales Item Filter,10,228.054087,1.66,3,0.5,12,2,1,1.194591301,HwRedeployComponent,9.667425092,81.91615479,20,400,-120,0,0
CF1,138.5709639,Past Sales Item Filter,5,138.5709639,1.53,2,0.5,15,1,1,1.142903614,LwRedeployComponent,19.39201685,188.8243981,15,684,-75,0,-75
CF1,116.9317168,Availability Item Filter,8,116.9317168,1.63,2,0.5,8,1,1,1.106828319,HwRedeployComponent,5.637879756,107.8141421,29,766,-64,0,-64
CF2,41.34246304,Recommendation Item Filter,9,41.34246304,0.35,2,0.5,3,1,1,1.265753696,RestartComponent,9.853347561,152.5462346,26,989,-27,0,-27
CF2,227.0086031,Last Second Sales Item Filter,10,227.0086031,0.35,2,0.5,12,1,1,1.299139692,RestartComponent,9.667425092,81.91615479,30,613,-120,0,-120
CF3,113.3844294,Persistence Service,7,113.3844294,1.75,6,0.5,6,6,0,1.261557058,HwRedeployComponent,14.73108942,93.8030449,38,884,-105,-84,0
CF3,6.21339125,User Management Service,8,6.21339125,1.69,4,0.5,1,0,4,1.378660875,HwRedeployComponent,17.63671044,128.1755686,30,933,0,20,-20
CF2,148.1934714,Buy Now Item Filter,8,148.1934714,0.35,2,0.5,10,1,1,1.180652863,RestartComponent,16.2191377,143.3773476,23,791,-80,0,-80
CF3,126.6024984,User Management Service,8,126.6024984,1.69,4,0.5,7,0,4,1.339750159,HwRedeployComponent,17.63671044,128.1755686,13,392,0,140,-140
CF2,257.0298353,Inventory Service,9,257.0298353,1.64,3,0.5,10,1,2,1.297016475,LwRedeployComponent,13.07438129,70.4972201,24,421,-135,0,-135
CF1,84.56198554,Seller Reputation Item Filter,8,84.56198554,1.63,2,0.5,6,1,1,1.143801446,HwRedeployComponent,17.79636848,75.97996468,11,192,-48,0,-48
CF3,153.3547068,Region Item Filter,6,153.3547068,1.63,2,0.5,14,1,1,1.464529322,HwRedeployComponent,17.16943865,93.91547799,5,110,-84,0,-84
CF1,132.0183711,Recommendation Item Filter,9,132.0183711,1.63,2,0.5,8,1,1,1.198162887,HwRedeployComponent,9.853347561,152.5462346,18,671,-72,0,-72
CF2,60.8608625,Recommendation Item Filter,9,60.8608625,1.63,2,0.5,4,1,1,1.11391375,HwRedeployComponent,9.853347561,152.5462346,9,308,-36,0,-36
CF3,287.9633935,Last Second Sales Item Filter,10,287.9633935,1.63,2,0.5,15,1,1,1.203660648,HwRedeployComponent,9.667425092,81.91615479,43,864,-150,0,-150
CF3,85.12184157,Item Management Service,8,85.12184157,1.69,4,0.5,5,0,4,1.487815843,HwRedeployComponent,7.445206458,103.3109746,13,310,0,100,-100
CF3,9.02557879,Category Item Filter,5,9.02557879,1.63,2,0.5,2,1,1,1.097442121,HwRedeployComponent,12.06781267,83.23832011,34,696,-10,0,-10
CF2,106.8744738,Reputation Service,8,106.8744738,1.69,4,0.5,6,0,4,1.312552622,HwRedeployComponent,14.0272306,151.5789161,17,617,0,120,-120
CF2,37.28558946,Buy Now Item Filter,8,37.28558946,1.63,2,0.5,3,1,1,1.071441054,HwRedeployComponent,16.2191377,143.3773476,4,126,-24,0,-24
CF2,56.81715418,Persistence Service,7,56.81715418,1.64,5,0.5,4,5,0,1.318284582,LwRedeployComponent,14.73108942,93.8030449,17,382,-56,-42,0
CF1,1245.940397,Query Service,9,1245.940397,1.9,11,0.5,14,10,1,1.40596034,HwRedeployComponent,12.89818771,87.25315103,11,228,-1134,-1008,0
CF3,22.51546349,Recommendation Item Filter,9,22.51546349,1.63,2,0.5,2,1,1,1.348453651,HwRedeployComponent,9.853347561,152.5462346,21,783,-18,0,-18
CF3,48.85809608,Bid and Buy Service,10,48.85809608,1.72,5,0.5,2,0,5,1.114190392,HwRedeployComponent,7.68021606,189.208131,9,397,0,60,-60
CF2,99.74425715,Future Sales Item Filter,7,99.74425715,1.63,2,0.5,8,1,1,1.225574285,HwRedeployComponent,11.61201278,170.676447,19,795,-56,0,-56
CF3,33.53993763,Authentication Service,7,36.33993763,1.72,5,0.9,1,4,1,1.406006237,ReplaceComponent,5.10730384,156.5920872,22,849,-37.8,-25.2,0
CF3,285.0625506,Bid and Buy Service,10,285.0625506,1.72,5,0.5,10,0,5,1.493744944,HwRedeployComponent,7.68021606,189.208131,8,354,0,300,-300
CF3,28.02649457,Last Second Sales Item Filter,10,28.02649457,1.63,2,0.5,2,1,1,1.197350543,HwRedeployComponent,9.667425092,81.91615479,17,347,-20,0,-20
CF2,181.7630373,Availability Item Filter,8,181.7630373,1.63,2,0.5,12,1,1,1.023696273,HwRedeployComponent,5.637879756,107.8141421,25,665,-96,0,-96
CF3,70.06232372,Inventory Service,9,70.06232372,1.66,3,0.5,3,1,2,1.093767628,HwRedeployComponent,13.07438129,70.4972201,48,844,-40.5,0,-40.5
CF2,85.83639658,Last Second Sales Item Filter,10,85.83639658,0.35,3,0.5,5,2,1,1.416360342,RestartComponent,9.667425092,81.91615479,37,750,-50,0,0
CF2,189.2505062,User Management Service,8,189.2505062,1.64,4,0.5,10,0,4,1.07494938,LwRedeployComponent,17.63671044,128.1755686,28,866,0,200,-200
CF1,87.04474486,Comment Item Filter,7,87.04474486,1.63,2,0.5,7,1,1,1.095525514,HwRedeployComponent,13.4881317,158.2886289,19,747,-49,0,-49
CF2,85.7360917,Category Item Filter,5,85.7360917,1.64,2,0.5,10,1,1,1.42639083,LwRedeployComponent,12.06781267,83.23832011,8,151,-50,0,-50
CF2,171.7405723,Comment Item Filter,7,171.7405723,1.64,2,0.5,13,1,1,1.025942772,LwRedeployComponent,13.4881317,158.2886289,2,52,-91,0,-91
CF1,115.0634951,Recommendation Item Filter,9,115.0634951,1.63,2,0.5,7,1,1,1.093650488,HwRedeployComponent,9.853347561,152.5462346,22,828,-63,0,-63
CF1,85.94290147,Reputation Service,8,85.94290147,0.35,4,0.5,5,0,4,1.405709853,RestartComponent,14.0272306,151.5789161,15,552,0,100,-100
CF3,148.499615,Item Management Service,8,148.499615,1.69,4,0.5,8,0,4,1.150038499,HwRedeployComponent,7.445206458,103.3109746,24,596,0,160,-160
CF3,560.6331503,Authentication Service,7,560.6331503,1.72,5,0.85,12,4,1,1.056684965,HwRedeployComponent,5.10730384,156.5920872,6,220,-428.4,-285.6,0
CF2,71.30683773,Comment Item Filter,7,71.30683773,1.66,3,0.5,6,2,1,1.269316227,HwRedeployComponent,13.4881317,158.2886289,19,734,-42,0,0
CF2,418.8363451,Query Service,9,418.8363451,1.64,13,0.5,4,12,1,1.316365494,LwRedeployComponent,12.89818771,87.25315103,35,746,-396,-360,0
CF1,198.1744297,Comment Item Filter,7,198.1744297,0.35,2,0.5,15,1,1,1.182557033,RestartComponent,13.4881317,158.2886289,11,400,-105,0,-105
CF2,15.43426618,Past Sales Item Filter,5,15.43426618,0.35,2,0.5,3,1,1,1.456573382,RestartComponent,19.39201685,188.8243981,8,335,-15,0,-15
CF3,129.4880599,Past Sales Item Filter,5,129.4880599,1.63,2,0.5,14,1,1,1.051194015,HwRedeployComponent,19.39201685,188.8243981,8,335,-70,0,-70
CF2,19.23837505,Buy Now Item Filter,8,19.23837505,0.35,2,0.5,2,1,1,1.276162495,RestartComponent,16.2191377,143.3773476,16,541,-16,0,-16
CF3,8.982182556,Item Management Service,8,8.982182556,1.69,4,0.5,1,0,4,1.101781744,HwRedeployComponent,7.445206458,103.3109746,20,494,0,20,-20
CF1,212.0037522,Buy Now Item Filter,8,212.0037522,0.35,2,0.5,14,1,1,1.199624778,RestartComponent,16.2191377,143.3773476,14,468,-112,0,-112
CF1,118.7379234,Category Item Filter,5,118.7379234,0.35,2,0.5,13,1,1,1.126207657,RestartComponent,12.06781267,83.23832011,28,573,-65,0,-65
CF2,41.50646715,Recommendation Item Filter,9,41.50646715,1.64,2,0.5,3,1,1,1.249353285,LwRedeployComponent,9.853347561,152.5462346,25,949,-27,0,-27
CF1,8.739688435,Last Second Sales Item Filter,10,8.739688435,1.63,2,0.5,1,1,1,1.126031157,HwRedeployComponent,9.667425092,81.91615479,14,284,-10,0,-10
CF3,81.58155087,Availability Item Filter,8,81.58155087,1.63,2,0.5,6,1,1,1.441844913,HwRedeployComponent,5.637879756,107.8141421,4,104,-48,0,-48
CF1,605.7298145,Authentication Service,7,605.7298145,1.72,5,0.85,13,4,1,1.307018548,HwRedeployComponent,5.10730384,156.5920872,22,823,-464.1,-309.4,0
CF2,225.9367049,Bid and Buy Service,10,225.9367049,1.64,5,0.5,8,0,5,1.406329506,LwRedeployComponent,7.68021606,189.208131,11,496,0,240,-240
CF3,183.0748692,Comment Item Filter,7,183.0748692,1.66,3,0.5,14,2,1,1.292513075,HwRedeployComponent,13.4881317,158.2886289,5,161,-98,0,0
CF2,66.23673327,Inventory Service,9,66.23673327,1.64,3,0.5,3,1,2,1.476326673,LwRedeployComponent,13.07438129,70.4972201,21,364,-40.5,0,-40.5
CF2,125.3472283,Category Item Filter,5,125.3472283,1.63,2,0.5,14,1,1,1.465277171,HwRedeployComponent,12.06781267,83.23832011,43,887,-70,0,-70
CF3,-0.005377895,Region Item Filter,6,-0.005377895,1.63,2,0.5,1,1,1,1.200537789,HwRedeployComponent,17.16943865,93.91547799,40,927,-6,0,-6
CF3,207.2486824,Reputation Service,8,207.2486824,1.69,4,0.5,11,0,4,1.275131762,HwRedeployComponent,14.0272306,151.5789161,5,152,0,220,-220
CF1,166.9774784,User Management Service,8,166.9774784,0.35,4,0.5,9,0,4,1.302252164,RestartComponent,17.63671044,128.1755686,7,205,0,180,-180
CF3,852.20253,Query Service,9,852.20253,1.96,13,0.5,8,12,1,1.179747002,HwRedeployComponent,12.89818771,87.25315103,3,46,-792,-720,0
CF2,81.20634661,Buy Now Item Filter,8,81.20634661,1.63,2,0.5,6,1,1,1.479365339,HwRedeployComponent,16.2191377,143.3773476,25,864,-48,0,-48
CF1,19.44518051,Category Item Filter,5,19.44518051,0.35,2,0.5,3,1,1,1.055481949,RestartComponent,12.06781267,83.23832011,7,137,-15,0,-15
CF2,156.4614658,Persistence Service,7,156.4614658,0.35,6,0.5,8,6,0,1.153853417,RestartComponent,14.73108942,93.8030449,8,166,-140,-112,0
CF1,197.2357548,Availability Item Filter,8,197.2357548,1.53,2,0.5,13,1,1,1.076424524,LwRedeployComponent,5.637879756,107.8141421,14,353,-104,0,-104
CF1,156.7869958,Future Sales Item Filter,7,156.7869958,0.35,2,0.5,12,1,1,1.121300416,RestartComponent,11.61201278,170.676447,5,197,-84,0,-84
CF2,38.00900983,Persistence Service,7,38.00900983,0.35,5,0.5,3,5,0,1.449099017,RestartComponent,14.73108942,93.8030449,11,250,-42,-31.5,0
CF2,76.64703988,Bid and Buy Service,10,76.64703988,1.64,5,0.5,3,0,5,1.335296012,LwRedeployComponent,7.68021606,189.208131,20,942,0,90,-90
CF2,58.55074861,Category Item Filter,5,58.55074861,1.66,3,0.5,7,2,1,1.144925139,HwRedeployComponent,12.06781267,83.23832011,9,178,-35,0,0
CF1,-2.166106533,Region Item Filter,6,-2.166106533,0.35,2,0.5,1,1,1,1.416610653,RestartComponent,17.16943865,93.91547799,17,396,-6,0,-6
