FAILURE_NAME,UTILITY_DROP,AFFECTED_COMPONENT,CRITICALITY,UTILITY_INCREASE,COSTS,CONNECTIVITY,RELIABILITY,IMPORTANCE,PROVIDED_INTERFACE,REQUIRED_INTERFACE,ADT,RULE, PMax,alpha,REPLICA,REQUEST
CF1,17.76138456,Buy Now Item Filter,8,17.76138456,1.53,2,0.5,2,1,1,1.423861544,LwRedeployComponent,16.2191377,143.3773476,19,650
CF2,128.1289262,Authentication Service,7,128.1289262,1.72,5,0.85,3,4,1,1.467107382,HwRedeployComponent,5.10730384,156.5920872,7,254
CF1,249.4958179,Last Second Sales Item Filter,10,249.4958179,1.63,2,0.5,13,1,1,1.050418211,HwRedeployComponent,9.667425092,81.91615479,48,970
CF1,38.97559733,Past Sales Item Filter,5,38.97559733,1.53,2,0.5,5,1,1,1.102440267,LwRedeployComponent,19.39201685,188.8243981,17,761
CF1,245.4636751,Reputation Service,8,245.4636751,0.35,4,0.5,13,0,4,1.453632491,RestartComponent,14.0272306,151.5789161,2,41
CF3,43.03859158,Future Sales Item Filter,7,43.03859158,1.63,2,0.5,4,1,1,1.296140842,HwRedeployComponent,11.61201278,170.676447,3,103
CF3,345.8654144,Query Service,9,345.8654144,1.9,11,0.5,4,10,1,1.413458562,HwRedeployComponent,12.89818771,87.25315103,35,749
CF2,113.2026963,Seller Reputation Item Filter,8,113.2026963,1.64,2,0.5,8,1,1,1.479730368,LwRedeployComponent,17.79636848,75.97996468,5,87
CF3,139.1610057,Bid and Buy Service,10,139.1610057,1.72,5,0.5,5,0,5,1.08389943,HwRedeployComponent,7.68021606,189.208131,13,583
CF2,239.0865282,Recommendation Item Filter,9,239.0865282,1.64,2,0.5,14,1,1,1.291347178,LwRedeployComponent,9.853347561,152.5462346,13,477
CF2,42.96301407,Comment Item Filter,7,42.96301407,1.63,2,0.5,4,1,1,1.303698593,HwRedeployComponent,13.4881317,158.2886289,11,434
CF3,93.78371651,Inventory Service,9,93.78371651,1.66,3,0.5,4,1,2,1.421628349,HwRedeployComponent,13.07438129,70.4972201,27,462
CF3,148.8376894,Inventory Service,9,148.8376894,1.66,3,0.5,6,1,2,1.316231061,HwRedeployComponent,13.07438129,70.4972201,14,245
CF3,210.0653867,Seller Reputation Item Filter,8,210.0653867,1.63,2,0.5,14,1,1,1.393461333,HwRedeployComponent,17.79636848,75.97996468,19,360
CF3,181.1610183,Buy Now Item Filter,8,181.1610183,1.63,2,0.5,12,1,1,1.083898172,HwRedeployComponent,16.2191377,143.3773476,7,233
CF3,155.1693218,Future Sales Item Filter,7,155.1693218,1.63,2,0.5,12,1,1,1.28306782,HwRedeployComponent,11.61201278,170.676447,23,969
CF1,154.253221,Region Item Filter,6,154.253221,1.63,2,0.5,14,1,1,1.374677903,HwRedeployComponent,17.16943865,93.91547799,6,124
CF2,107.325795,Category Item Filter,5,107.325795,0.35,2,0.5,12,1,1,1.267420502,RestartComponent,12.06781267,83.23832011,48,988
CF3,8.982182556,Item Management Service,8,8.982182556,1.69,4,0.5,1,0,4,1.101781744,HwRedeployComponent,7.445206458,103.3109746,20,494
CF3,17.93721497,Past Sales Item Filter,5,17.93721497,1.63,2,0.5,3,1,1,1.206278503,HwRedeployComponent,19.39201685,188.8243981,10,469
CF3,175.6472526,Authentication Service,7,186.8472526,1.72,5,0.9,4,4,1,1.475274741,ReplaceComponent,5.10730384,156.5920872,17,647
CF1,71.08216311,Comment Item Filter,7,71.08216311,0.35,2,0.5,6,1,1,1.291783689,RestartComponent,13.4881317,158.2886289,9,317
CF2,127.6395119,Reputation Service,8,127.6395119,1.64,4,0.5,7,0,4,1.236048814,LwRedeployComponent,14.0272306,151.5789161,12,445
CF1,149.0336502,Availability Item Filter,8,149.0336502,1.63,2,0.5,10,1,1,1.096634978,HwRedeployComponent,5.637879756,107.8141421,15,385
CF3,79.48486196,Query Service,9,79.48486196,1.9,11,0.5,1,10,1,1.051513804,HwRedeployComponent,12.89818771,87.25315103,9,196
CF2,268.1477503,User Management Service,8,268.1477503,0.35,4,0.5,14,0,4,1.185224966,RestartComponent,17.63671044,128.1755686,5,149
CF3,69.32646452,Last Second Sales Item Filter,10,69.32646452,1.63,2,0.5,4,1,1,1.067353548,HwRedeployComponent,9.667425092,81.91615479,46,926
CF3,75.27965865,Bid and Buy Service,10,75.27965865,1.72,5,0.5,3,0,5,1.472034135,HwRedeployComponent,7.68021606,189.208131,20,913
CF2,56.65325271,Persistence Service,7,56.65325271,1.64,5,0.5,4,5,0,1.334674729,LwRedeployComponent,14.73108942,93.8030449,10,225
CF1,59.23240565,Future Sales Item Filter,7,59.23240565,1.63,2,0.5,5,1,1,1.076759435,HwRedeployComponent,11.61201278,170.676447,8,326
CF1,195.9142408,Seller Reputation Item Filter,8,195.9142408,1.63,2,0.5,13,1,1,1.208575923,HwRedeployComponent,17.79636848,75.97996468,18,326
CF1,88.31809584,Last Second Sales Item Filter,10,88.31809584,0.35,2,0.5,5,1,1,1.168190416,RestartComponent,9.667425092,81.91615479,46,940
CF2,208.7798043,Item Management Service,8,208.7798043,1.69,4,0.5,11,0,4,1.122019573,HwRedeployComponent,7.445206458,103.3109746,3,57
CF2,215.1613119,Persistence Service,7,215.1613119,1.72,5,0.5,13,5,0,1.233868807,HwRedeployComponent,14.73108942,93.8030449,2,29
CF1,67.69168281,Buy Now Item Filter,8,67.69168281,1.53,2,0.5,5,1,1,1.230831719,LwRedeployComponent,16.2191377,143.3773476,2,50
CF2,126.6492526,Past Sales Item Filter,5,126.6492526,0.35,2,0.5,14,1,1,1.335074739,RestartComponent,19.39201685,188.8243981,17,784
CF3,147.1625144,Reputation Service,8,147.1625144,1.69,4,0.5,8,0,4,1.283748558,HwRedeployComponent,14.0272306,151.5789161,16,572
CF1,439.9337469,Bid and Buy Service,10,439.9337469,1.72,5,0.5,15,0,5,1.006625312,HwRedeployComponent,7.68021606,189.208131,6,246
CF1,286.5497973,User Management Service,8,286.5497973,0.35,4,0.5,15,0,4,1.345020265,RestartComponent,17.63671044,128.1755686,29,923
CF1,174.072245,Inventory Service,9,174.072245,0.35,3,0.5,7,1,2,1.492775496,RestartComponent,13.07438129,70.4972201,26,443
CF1,169.2420176,Query Service,9,169.2420176,1.9,11,0.5,2,10,1,1.075798245,HwRedeployComponent,12.89818771,87.25315103,37,795
CF2,183.54347,Future Sales Item Filter,7,183.54347,1.63,2,0.5,14,1,1,1.245653003,HwRedeployComponent,11.61201278,170.676447,20,827
CF2,42.74113497,Recommendation Item Filter,9,42.74113497,1.63,2,0.5,3,1,1,1.125886503,HwRedeployComponent,9.853347561,152.5462346,2,75
CF1,82.59980829,Region Item Filter,6,82.59980829,0.35,2,0.5,8,1,1,1.340019171,RestartComponent,17.16943865,93.91547799,9,195
CF1,25.04848451,Region Item Filter,6,25.04848451,1.53,2,0.5,3,1,1,1.095151549,LwRedeployComponent,17.16943865,93.91547799,39,904
CF1,240.5413171,Recommendation Item Filter,9,240.5413171,1.63,2,0.5,14,1,1,1.145868286,HwRedeployComponent,9.853347561,152.5462346,9,309
CF3,197.2057964,Comment Item Filter,7,197.2057964,1.63,2,0.5,15,1,1,1.279420359,HwRedeployComponent,13.4881317,158.2886289,2,74
CF1,130.7890115,Authentication Service,7,130.7890115,1.53,5,0.85,3,4,1,1.201098854,LwRedeployComponent,5.10730384,156.5920872,23,884
CF3,194.794182,Seller Reputation Item Filter,8,194.794182,1.63,2,0.5,13,1,1,1.320581802,HwRedeployComponent,17.79636848,75.97996468,15,284
CF2,114.7943593,Recommendation Item Filter,9,114.7943593,0.35,2,0.5,7,1,1,1.120564073,RestartComponent,9.853347561,152.5462346,25,916
CF2,126.188588,Comment Item Filter,7,126.188588,1.63,2,0.5,10,1,1,1.381141202,HwRedeployComponent,13.4881317,158.2886289,7,240
CF2,35.07561013,Past Sales Item Filter,5,35.07561013,0.35,2,0.5,5,1,1,1.492438987,RestartComponent,19.39201685,188.8243981,10,427
CF3,267.6997677,Last Second Sales Item Filter,10,267.6997677,1.63,2,0.5,14,1,1,1.23002323,HwRedeployComponent,9.667425092,81.91615479,15,301
CF3,36.17854694,Region Item Filter,6,36.17854694,1.63,2,0.5,4,1,1,1.182145306,HwRedeployComponent,17.16943865,93.91547799,22,506
CF3,5.803420078,Buy Now Item Filter,8,5.803420078,1.63,2,0.5,1,1,1,1.019657992,HwRedeployComponent,16.2191377,143.3773476,28,983
CF3,378.6002514,Bid and Buy Service,10,378.6002514,1.72,5,0.5,13,0,5,1.13997486,HwRedeployComponent,7.68021606,189.208131,4,182
CF1,852.20253,Query Service,9,852.20253,1.53,13,0.5,8,12,1,1.179747002,LwRedeployComponent,12.89818771,87.25315103,3,46
CF2,156.4614658,Persistence Service,7,156.4614658,0.35,6,0.5,8,6,0,1.153853417,RestartComponent,14.73108942,93.8030449,8,166
CF3,258.1628579,Inventory Service,9,258.1628579,1.66,3,0.5,10,1,2,1.183714214,HwRedeployComponent,13.07438129,70.4972201,33,581
CF3,45.89844929,Authentication Service,7,49.39844929,1.75,6,0.9,1,5,1,1.360155071,ReplaceComponent,5.10730384,156.5920872,19,708
CF3,53.75713867,Availability Item Filter,8,53.75713867,1.63,2,0.5,4,1,1,1.024286133,HwRedeployComponent,5.637879756,107.8141421,29,772
CF1,57.32319921,Future Sales Item Filter,7,57.32319921,1.63,2,0.5,5,1,1,1.267680079,HwRedeployComponent,11.61201278,170.676447,21,854
CF3,132.2093261,Authentication Service,7,140.6093261,1.72,5,0.9,3,4,1,1.059067395,ReplaceComponent,5.10730384,156.5920872,8,281
CF1,798.2826624,Query Service,9,798.2826624,0.35,11,0.5,9,10,1,1.171733755,RestartComponent,12.89818771,87.25315103,22,478
CF1,268.5733788,User Management Service,8,268.5733788,1.69,4,0.5,14,0,4,1.142662123,HwRedeployComponent,17.63671044,128.1755686,28,868
CF3,259.397525,Recommendation Item Filter,9,259.397525,1.63,2,0.5,15,1,1,1.060247503,HwRedeployComponent,9.853347561,152.5462346,15,546
CF3,47.36356638,Category Item Filter,5,47.36356638,1.63,2,0.5,6,1,1,1.263643362,HwRedeployComponent,12.06781267,83.23832011,2,37
CF2,163.8585367,Seller Reputation Item Filter,8,163.8585367,0.35,2,0.5,11,1,1,1.214146334,RestartComponent,17.79636848,75.97996468,25,472
CF3,149.6349214,Reputation Service,8,149.6349214,1.69,4,0.5,8,0,4,1.036507856,HwRedeployComponent,14.0272306,151.5789161,10,367
CF2,27.91806804,Comment Item Filter,7,27.91806804,0.35,2,0.5,3,1,1,1.408193196,RestartComponent,13.4881317,158.2886289,24,939
CF2,269.5307314,User Management Service,8,269.5307314,0.35,4,0.5,14,0,4,1.04692686,RestartComponent,17.63671044,128.1755686,7,221
CF2,366.2156329,Inventory Service,9,366.2156329,1.66,3,0.5,14,1,2,1.178436714,HwRedeployComponent,13.07438129,70.4972201,23,393
CF1,45.18976915,Bid and Buy Service,10,45.18976915,1.53,5,0.5,2,0,5,1.481023085,LwRedeployComponent,7.68021606,189.208131,18,805
CF2,224.1181862,Authentication Service,7,224.1181862,1.72,5,0.85,5,4,1,1.388181385,HwRedeployComponent,5.10730384,156.5920872,12,437
CF3,100.8276949,Buy Now Item Filter,8,100.8276949,1.63,2,0.5,7,1,1,1.117230505,HwRedeployComponent,16.2191377,143.3773476,12,402
CF2,66.9836747,Past Sales Item Filter,5,66.9836747,0.35,2,0.5,8,1,1,1.30163253,RestartComponent,19.39201685,188.8243981,12,545
CF1,129.7864016,Past Sales Item Filter,5,129.7864016,1.53,2,0.5,14,1,1,1.021359845,LwRedeployComponent,19.39201685,188.8243981,15,708
CF3,113.0582447,Availability Item Filter,8,113.0582447,1.63,2,0.5,8,1,1,1.494175531,HwRedeployComponent,5.637879756,107.8141421,34,890
CF2,75.88142892,Persistence Service,7,75.88142892,1.64,5,0.5,5,5,0,1.161857108,LwRedeployComponent,14.73108942,93.8030449,21,485
CF1,149.5386234,Item Management Service,8,149.5386234,1.53,4,0.5,8,0,4,1.046137659,LwRedeployComponent,7.445206458,103.3109746,16,402
CF1,707.8352382,Query Service,9,707.8352382,1.53,11,0.5,8,10,1,1.216476182,LwRedeployComponent,12.89818771,87.25315103,31,661
CF3,171.0395611,Comment Item Filter,7,171.0395611,1.66,3,0.5,13,2,1,1.096043893,HwRedeployComponent,13.4881317,158.2886289,6,231
CF3,50.41922842,Availability Item Filter,8,50.41922842,1.63,2,0.5,4,1,1,1.358077158,HwRedeployComponent,5.637879756,107.8141421,4,96
CF1,93.90585114,Inventory Service,9,93.90585114,0.35,3,0.5,4,1,2,1.409414886,RestartComponent,13.07438129,70.4972201,28,486
CF3,108.889505,User Management Service,8,108.889505,1.69,4,0.5,6,0,4,1.111049503,HwRedeployComponent,17.63671044,128.1755686,13,387
CF2,46.53831586,Past Sales Item Filter,5,46.53831586,1.63,2,0.5,6,1,1,1.346168414,HwRedeployComponent,19.39201685,188.8243981,14,631
CF1,92.74534653,Persistence Service,7,92.74534653,1.72,5,0.5,6,5,0,1.225465347,HwRedeployComponent,14.73108942,93.8030449,11,256
CF2,113.972682,Future Sales Item Filter,7,113.972682,0.35,2,0.5,9,1,1,1.202731795,RestartComponent,11.61201278,170.676447,5,172
CF1,82.74573014,Buy Now Item Filter,8,82.74573014,1.63,2,0.5,6,1,1,1.325426986,HwRedeployComponent,16.2191377,143.3773476,5,172
CF1,81.55273703,Authentication Service,7,81.55273703,1.53,5,0.85,2,4,1,1.364726297,LwRedeployComponent,5.10730384,156.5920872,25,972
CF1,229.0493379,Item Management Service,8,229.0493379,0.35,4,0.5,12,0,4,1.095066212,RestartComponent,7.445206458,103.3109746,35,893
CF2,145.4298948,Last Second Sales Item Filter,10,145.4298948,0.35,2,0.5,8,1,1,1.457010524,RestartComponent,9.667425092,81.91615479,28,568
CF3,265.8155442,Last Second Sales Item Filter,10,265.8155442,1.63,2,0.5,14,1,1,1.418445583,HwRedeployComponent,9.667425092,81.91615479,17,346
CF3,76.82548068,Bid and Buy Service,10,76.82548068,1.72,5,0.5,3,0,5,1.317451932,HwRedeployComponent,7.68021606,189.208131,21,947
CF1,87.49644665,Reputation Service,8,87.49644665,0.35,4,0.5,5,0,4,1.250355335,RestartComponent,14.0272306,151.5789161,23,843
CF1,227.8773522,Seller Reputation Item Filter,8,227.8773522,1.53,2,0.5,15,1,1,1.212264783,LwRedeployComponent,17.79636848,75.97996468,43,803
CF3,59.88433017,Recommendation Item Filter,9,59.88433017,1.63,2,0.5,4,1,1,1.211566983,HwRedeployComponent,9.853347561,152.5462346,17,637
CF1,166.8097557,Region Item Filter,6,166.8097557,1.63,2,0.5,15,1,1,1.319024428,HwRedeployComponent,17.16943865,93.91547799,12,280
CF1,127.2311798,Comment Item Filter,7,127.2311798,1.63,2,0.5,10,1,1,1.276882021,HwRedeployComponent,13.4881317,158.2886289,24,944
CF3,42.84562187,Inventory Service,9,42.84562187,1.66,3,0.5,2,1,2,1.115437813,HwRedeployComponent,13.07438129,70.4972201,31,544
CF1,57.4807098,Persistence Service,7,57.4807098,1.72,5,0.5,4,5,0,1.25192902,HwRedeployComponent,14.73108942,93.8030449,40,926
CF2,43.80555725,Comment Item Filter,7,43.80555725,1.64,2,0.5,4,1,1,1.219444275,LwRedeployComponent,13.4881317,158.2886289,7,269
CF3,137.2147009,Past Sales Item Filter,5,137.2147009,1.63,2,0.5,15,1,1,1.278529911,HwRedeployComponent,19.39201685,188.8243981,7,298
CF2,222.4587468,Recommendation Item Filter,9,222.4587468,1.64,2,0.5,13,1,1,1.154125317,LwRedeployComponent,9.853347561,152.5462346,27,992
CF2,101.0129645,Buy Now Item Filter,8,101.0129645,1.64,2,0.5,7,1,1,1.098703548,LwRedeployComponent,16.2191377,143.3773476,7,230
CF1,77.13970561,Query Service,9,77.13970561,1.53,11,0.5,1,10,1,1.286029439,LwRedeployComponent,12.89818771,87.25315103,20,426
CF2,167.0054036,Bid and Buy Service,10,167.0054036,1.72,5,0.5,6,0,5,1.299459637,HwRedeployComponent,7.68021606,189.208131,16,754
CF3,3.07796863,Comment Item Filter,7,3.07796863,1.63,2,0.5,1,1,1,1.092203137,HwRedeployComponent,13.4881317,158.2886289,25,985
CF2,6.113568684,Category Item Filter,5,6.113568684,0.35,2,0.5,2,1,1,1.388643132,RestartComponent,12.06781267,83.23832011,12,232
CF3,195.6633807,Availability Item Filter,8,195.6633807,1.63,2,0.5,13,1,1,1.233661932,HwRedeployComponent,5.637879756,107.8141421,14,374
CF3,149.8341611,User Management Service,8,149.8341611,1.69,4,0.5,8,0,4,1.016583895,HwRedeployComponent,17.63671044,128.1755686,10,302
CF3,654.6632895,Authentication Service,7,654.6632895,1.72,5,0.85,14,4,1,1.173671054,HwRedeployComponent,5.10730384,156.5920872,22,858
CF3,147.2948489,Reputation Service,8,147.2948489,1.69,4,0.5,8,0,4,1.270515111,HwRedeployComponent,14.0272306,151.5789161,24,905
CF2,228.1965735,Seller Reputation Item Filter,8,228.1965735,1.66,3,0.5,15,2,1,1.180342653,HwRedeployComponent,17.79636848,75.97996468,12,213
CF1,245.3708435,Item Management Service,8,245.3708435,1.53,4,0.5,13,0,4,1.462915649,LwRedeployComponent,7.445206458,103.3109746,2,46
CF3,245.6630058,Last Second Sales Item Filter,10,245.6630058,1.63,2,0.5,13,1,1,1.433699422,HwRedeployComponent,9.667425092,81.91615479,42,856
CF1,87.25492766,Future Sales Item Filter,7,87.25492766,1.53,2,0.5,7,1,1,1.074507234,LwRedeployComponent,11.61201278,170.676447,3,115
CF2,47.65024883,Region Item Filter,6,47.65024883,0.35,2,0.5,5,1,1,1.234975117,RestartComponent,17.16943865,93.91547799,8,184
CF3,129.4625156,Reputation Service,8,129.4625156,1.69,4,0.5,7,0,4,1.05374844,HwRedeployComponent,14.0272306,151.5789161,14,507
CF1,29.56725776,Past Sales Item Filter,5,29.56725776,1.63,2,0.5,4,1,1,1.043274224,HwRedeployComponent,19.39201685,188.8243981,19,885
CF1,168.2809154,Bid and Buy Service,10,168.2809154,1.53,5,0.5,6,0,5,1.171908457,LwRedeployComponent,7.68021606,189.208131,13,602
CF2,2.991822973,Buy Now Item Filter,8,2.991822973,0.35,2,0.5,1,1,1,1.300817703,RestartComponent,16.2191377,143.3773476,3,104
CF1,86.49864599,Future Sales Item Filter,7,86.49864599,0.35,2,0.5,7,1,1,1.150135401,RestartComponent,11.61201278,170.676447,21,860
CF1,97.36696429,Inventory Service,9,97.36696429,1.53,3,0.5,4,1,2,1.063303571,LwRedeployComponent,13.07438129,70.4972201,44,767
CF2,226.3548786,Authentication Service,7,226.3548786,1.72,5,0.85,5,4,1,1.164512141,HwRedeployComponent,5.10730384,156.5920872,9,346
CF1,28.33528646,Future Sales Item Filter,7,28.33528646,1.63,2,0.5,3,1,1,1.366471354,HwRedeployComponent,11.61201278,170.676447,24,995
CF2,247.598213,Persistence Service,7,247.598213,1.72,5,0.5,15,5,0,1.490178704,HwRedeployComponent,14.73108942,93.8030449,13,294
CF1,822.4150778,Authentication Service,7,871.4150778,1.75,6,0.9,14,5,1,1.058492218,ReplaceComponent,5.10730384,156.5920872,15,552
CF2,189.9759389,User Management Service,8,189.9759389,1.64,4,0.5,10,0,4,1.002406111,LwRedeployComponent,17.63671044,128.1755686,25,777
CF1,57.80076794,Comment Item Filter,7,57.80076794,1.63,2,0.5,5,1,1,1.219923206,HwRedeployComponent,13.4881317,158.2886289,18,679
CF1,183.618573,Comment Item Filter,7,183.618573,1.53,2,0.5,14,1,1,1.238142696,LwRedeployComponent,13.4881317,158.2886289,23,882
CF2,25.49259675,Region Item Filter,6,25.49259675,0.35,2,0.5,3,1,1,1.050740325,RestartComponent,17.16943865,93.91547799,13,293
CF1,25.70620307,Recommendation Item Filter,9,25.70620307,0.35,2,0.5,2,1,1,1.029379693,RestartComponent,9.853347561,152.5462346,22,823
CF3,165.5152231,Availability Item Filter,8,165.5152231,1.63,2,0.5,11,1,1,1.048477691,HwRedeployComponent,5.637879756,107.8141421,23,607
CF2,105.3755591,Last Second Sales Item Filter,10,105.3755591,0.35,2,0.5,6,1,1,1.462444092,RestartComponent,9.667425092,81.91615479,19,382
CF1,90.57297866,Persistence Service,7,90.57297866,0.35,5,0.5,6,5,0,1.442702134,RestartComponent,14.73108942,93.8030449,16,356
CF1,28.01283528,Comment Item Filter,7,28.01283528,1.53,2,0.5,3,1,1,1.398716472,LwRedeployComponent,13.4881317,158.2886289,4,152
CF2,20.8288776,Availability Item Filter,8,20.8288776,0.35,2,0.5,2,1,1,1.11711224,RestartComponent,5.637879756,107.8141421,11,278
CF3,199.0640944,Bid and Buy Service,10,199.0640944,1.72,5,0.5,7,0,5,1.093590562,HwRedeployComponent,7.68021606,189.208131,15,664
CF2,167.3765737,Recommendation Item Filter,9,167.3765737,1.63,2,0.5,10,1,1,1.262342626,HwRedeployComponent,9.853347561,152.5462346,21,773
CF2,179.1418643,Authentication Service,7,179.1418643,1.64,5,0.85,4,4,1,1.125813567,LwRedeployComponent,5.10730384,156.5920872,17,630
CF3,149.721695,Seller Reputation Item Filter,8,149.721695,1.63,2,0.5,10,1,1,1.027830499,HwRedeployComponent,17.79636848,75.97996468,26,479
CF3,1247.939112,Query Service,9,1247.939112,1.9,11,0.5,14,10,1,1.20608883,HwRedeployComponent,12.89818771,87.25315103,27,570
CF1,15.43426618,Past Sales Item Filter,5,15.43426618,1.53,2,0.5,3,1,1,1.456573382,LwRedeployComponent,19.39201685,188.8243981,8,335
CF1,151.8691146,Inventory Service,9,151.8691146,1.66,3,0.5,6,1,2,1.01308854,HwRedeployComponent,13.07438129,70.4972201,13,221
CF3,45.93051566,Item Management Service,8,45.93051566,1.69,4,0.5,3,0,4,1.406948434,HwRedeployComponent,7.445206458,103.3109746,1,23
CF1,165.9984097,Reputation Service,8,165.9984097,1.53,4,0.5,9,0,4,1.400159027,LwRedeployComponent,14.0272306,151.5789161,13,461
CF3,88.91516269,Last Second Sales Item Filter,10,88.91516269,1.63,2,0.5,5,1,1,1.108483731,HwRedeployComponent,9.667425092,81.91615479,26,525
CF3,68.07971099,Buy Now Item Filter,8,68.07971099,1.63,2,0.5,5,1,1,1.192028901,HwRedeployComponent,16.2191377,143.3773476,2,44
CF2,9.501389189,Category Item Filter,5,9.501389189,0.35,2,0.5,2,1,1,1.049861081,RestartComponent,12.06781267,83.23832011,18,373
CF1,146.5230672,User Management Service,8,146.5230672,1.53,4,0.5,8,0,4,1.347693284,LwRedeployComponent,17.63671044,128.1755686,30,934
CF1,76.51464468,Recommendation Item Filter,9,76.51464468,0.35,2,0.5,5,1,1,1.348535532,RestartComponent,9.853347561,152.5462346,14,526
CF1,35.47007049,Availability Item Filter,8,35.47007049,1.53,2,0.5,3,1,1,1.252992951,LwRedeployComponent,5.637879756,107.8141421,17,437
CF2,5.24331186,Past Sales Item Filter,5,5.24331186,1.64,2,0.5,2,1,1,1.475668814,LwRedeployComponent,19.39201685,188.8243981,20,932
CF2,229.4189663,Inventory Service,9,229.4189663,1.66,3,0.5,9,1,2,1.358103366,HwRedeployComponent,13.07438129,70.4972201,8,126
CF2,57.9768803,Region Item Filter,6,57.9768803,1.64,2,0.5,6,1,1,1.40231197,LwRedeployComponent,17.16943865,93.91547799,9,205
CF3,119.9808098,Past Sales Item Filter,5,119.9808098,1.63,2,0.5,13,1,1,1.001919016,HwRedeployComponent,19.39201685,188.8243981,12,544
CF3,439.0277538,Query Service,9,439.0277538,1.9,11,0.5,5,10,1,1.097224625,HwRedeployComponent,12.89818771,87.25315103,15,320
CF1,144.7034443,Persistence Service,7,144.7034443,0.35,5,0.5,9,5,0,1.279655568,RestartComponent,14.73108942,93.8030449,3,69
CF2,5.654083585,Seller Reputation Item Filter,8,5.654083585,0.35,2,0.5,1,1,1,1.034591642,RestartComponent,17.79636848,75.97996468,19,349
CF1,415.7688305,Authentication Service,7,415.7688305,1.72,5,0.85,9,4,1,1.263116953,HwRedeployComponent,5.10730384,156.5920872,2,60
