FAILURE_NAME,UTILITY_DROP,AFFECTED_COMPONENT,CRITICALITY,UTILITY_INCREASE,COSTS,CONNECTIVITY,RELIABILITY,IMPORTANCE,PROVIDED_INTERFACE,REQUIRED_INTERFACE,ADT,RULE, PMax,alpha,REPLICA,REQUEST,0,1,FO
CF2,49.5,Query Service,9,49.5,1.64,11,0.5,1,10,1,1.291987429,LwRedeployComponent,12.89818771,87.25315103,30,640,-53.41987429,-44.41987429,27.58012571
CF2,25,Bid and Buy Service,10,25,1.64,5,0.5,2,0,5,1.114190392,LwRedeployComponent,7.68021606,189.208131,9,397,23.85809608,83.85809608,-36.14190392
CF1,29.75,Authentication Service,7,29.75,1.72,5,0.85,3,4,1,1.226756644,HwRedeployComponent,5.10730384,156.5920872,4,126,-6.317566445,29.38243356,100.7824336
CF1,9,Recommendation Item Filter,9,9,0.35,2,0.5,8,1,1,1.095005919,RestartComponent,9.853347561,152.5462346,22,805,52.04994081,124.0499408,52.04994081
CF3,16,User Management Service,8,16,1.69,4,0.5,1,0,4,1.378660875,HwRedeployComponent,17.63671044,128.1755686,30,933,-9.78660875,10.21339125,-29.78660875
CF2,8,Availability Item Filter,8,8,0.35,2,0.5,4,1,1,1.121746688,RestartComponent,5.637879756,107.8141421,10,265,12.78253312,44.78253312,12.78253312
CF2,13.5,Inventory Service,9,13.5,1.64,3,0.5,14,1,2,1.343777958,LwRedeployComponent,13.07438129,70.4972201,20,348,162.0622204,351.0622204,162.0622204
CF1,5,Past Sales Item Filter,5,5,1.63,2,0.5,15,1,1,1.278529911,HwRedeployComponent,19.39201685,188.8243981,7,298,57.21470089,132.2147009,57.21470089
CF1,8,Buy Now Item Filter,8,8,1.63,2,0.5,5,1,1,1.085491723,HwRedeployComponent,16.2191377,143.3773476,7,223,21.14508277,61.14508277,21.14508277
CF3,17.5,Persistence Service,7,17.5,1.72,5,0.5,6,5,0,1.446643574,HwRedeployComponent,14.73108942,93.8030449,5,94,-10.96643574,10.03356426,73.03356426
CF1,10,Last Second Sales Item Filter,10,10,0.35,2,0.5,1,1,1,1.374542858,RestartComponent,9.667425092,81.91615479,21,430,-13.74542858,-3.745428578,-13.74542858
CF2,5,Category Item Filter,5,5,0.35,2,0.5,14,1,1,1.103872402,RestartComponent,12.06781267,83.23832011,20,408,53.96127598,123.961276,53.96127598
CF1,29.75,Authentication Service,7,29.75,1.53,5,0.85,7,4,1,1.491176495,LwRedeployComponent,5.10730384,156.5920872,10,379,38.63823505,121.9382351,288.5382351
CF2,25,Bid and Buy Service,10,25,0.35,5,0.5,13,0,5,1.253904381,RestartComponent,7.68021606,189.208131,6,264,352.4609562,742.4609562,-37.53904381
CF1,9,Recommendation Item Filter,9,9,1.53,2,0.5,5,1,1,1.348535532,LwRedeployComponent,9.853347561,152.5462346,14,526,22.51464468,67.51464468,22.51464468
CF2,8,Seller Reputation Item Filter,8,8,1.64,2,0.5,8,1,1,1.349131585,LwRedeployComponent,17.79636848,75.97996468,32,599,42.50868415,106.5086841,42.50868415
CF3,7,Comment Item Filter,7,7,1.63,2,0.5,9,1,1,1.182913085,HwRedeployComponent,13.4881317,158.2886289,5,190,44.17086915,107.1708692,44.17086915
CF1,6,Region Item Filter,6,6,1.53,2,0.5,10,1,1,1.389153265,LwRedeployComponent,17.16943865,93.91547799,40,920,40.10846735,100.1084673,40.10846735
CF2,49.5,Query Service,9,49.5,1.64,11,0.5,4,10,1,1.300839568,LwRedeployComponent,12.89818771,87.25315103,35,751,-26.50839568,9.491604324,297.4916043
CF3,35.7,Authentication Service,7,37.8,1.75,6,0.9,5,5,1,1.180501425,ReplaceComponent,5.10730384,156.5920872,18,694,13.39498575,76.39498575,265.3949858
CF2,16,Reputation Service,8,16,1.64,4,0.5,3,0,4,1.192538927,LwRedeployComponent,14.0272306,151.5789161,15,556,32.07461073,92.07461073,-27.92538927
CF1,16,User Management Service,8,16,0.35,4,0.5,11,0,4,1.060823901,RestartComponent,17.63671044,128.1755686,9,272,193.391761,413.391761,-26.60823901
CF1,16,Reputation Service,8,16,1.69,4,0.5,8,0,4,1.483146363,HwRedeployComponent,14.0272306,151.5789161,14,506,129.1685364,289.1685364,-30.83146363
CF3,16,User Management Service,8,16,1.69,4,0.5,3,0,4,1.498045515,HwRedeployComponent,17.63671044,128.1755686,16,491,29.01954485,89.01954485,-30.98045515
CF3,29.75,Authentication Service,7,31.5,1.72,5,0.9,4,4,1,1.125813567,ReplaceComponent,5.10730384,156.5920872,17,630,7.641864331,58.04186433,158.8418643
CF1,13.5,Inventory Service,9,13.5,1.66,3,0.5,13,1,2,1.420123377,HwRedeployComponent,13.07438129,70.4972201,41,713,147.7987662,323.2987662,147.7987662
CF1,6,Region Item Filter,6,6,1.63,2,0.5,1,1,1,1.433439715,HwRedeployComponent,17.16943865,93.91547799,36,831,-14.33439715,-8.334397148,-14.33439715
CF1,5,Past Sales Item Filter,5,5,0.35,2,0.5,9,1,1,1.282736631,RestartComponent,19.39201685,188.8243981,1,47,27.17263369,72.17263369,27.17263369
CF2,5,Category Item Filter,5,5,1.64,2,0.5,6,1,1,1.263643362,LwRedeployComponent,12.06781267,83.23832011,2,37,12.36356638,42.36356638,12.36356638
CF2,10,Last Second Sales Item Filter,10,10,1.63,2,0.5,4,1,1,1.079460905,HwRedeployComponent,9.667425092,81.91615479,12,240,19.20539095,59.20539095,19.20539095
CF2,8,Seller Reputation Item Filter,8,8,0.35,2,0.5,11,1,1,1.214146334,RestartComponent,17.79636848,75.97996468,25,472,67.85853666,155.8585367,67.85853666
CF3,8,Buy Now Item Filter,8,8,1.63,2,0.5,3,1,1,1.48210611,HwRedeployComponent,16.2191377,143.3773476,1,13,1.178938903,25.1789389,1.178938903
CF2,17.5,Persistence Service,7,17.5,1.72,5,0.5,1,5,0,1.129201117,HwRedeployComponent,14.73108942,93.8030449,4,86,-25.29201117,-21.79201117,-11.29201117
CF3,9,Recommendation Item Filter,9,9,1.63,2,0.5,10,1,1,1.376938319,HwRedeployComponent,9.853347561,152.5462346,26,964,67.23061681,157.2306168,67.23061681
CF3,7,Future Sales Item Filter,7,7,1.63,2,0.5,12,1,1,1.28306782,HwRedeployComponent,11.61201278,170.676447,23,969,64.1693218,148.1693218,64.1693218
CF2,16,Item Management Service,8,16,0.35,4,0.5,4,0,4,1.261953259,RestartComponent,7.445206458,103.3109746,37,942,51.38046741,131.3804674,-28.61953259
CF3,7,Comment Item Filter,7,7,1.63,2,0.5,6,1,1,1.269316227,HwRedeployComponent,13.4881317,158.2886289,19,734,22.30683773,64.30683773,22.30683773
CF2,10,Last Second Sales Item Filter,10,10,0.35,2,0.5,14,1,1,1.23002323,RestartComponent,9.667425092,81.91615479,15,301,117.6997677,257.6997677,117.6997677
CF2,25,Bid and Buy Service,10,25,1.64,5,0.5,3,0,5,1.335296012,LwRedeployComponent,7.68021606,189.208131,20,942,51.64703988,141.6470399,-38.35296012
CF2,8,Availability Item Filter,8,8,1.64,2,0.5,6,1,1,1.094278042,LwRedeployComponent,5.637879756,107.8141421,26,680,29.05721958,77.05721958,29.05721958
CF1,8,Buy Now Item Filter,8,8,1.53,2,0.5,6,1,1,1.013355684,LwRedeployComponent,16.2191377,143.3773476,25,891,29.86644316,77.86644316,29.86644316
CF2,16,User Management Service,8,16,1.64,4,0.5,8,0,4,1.022360533,LwRedeployComponent,17.63671044,128.1755686,21,656,133.7763947,293.7763947,-26.22360533
CF3,5,Category Item Filter,5,5,1.63,2,0.5,14,1,1,1.103872402,HwRedeployComponent,12.06781267,83.23832011,20,408,53.96127598,123.961276,53.96127598
CF3,16,Item Management Service,8,16,1.69,4,0.5,1,0,4,1.345763731,HwRedeployComponent,7.445206458,103.3109746,9,207,-9.457637311,10.54236269,-29.45763731
CF3,13.5,Inventory Service,9,13.5,1.66,3,0.5,4,1,2,1.426128024,HwRedeployComponent,13.07438129,70.4972201,32,561,26.23871976,80.23871976,26.23871976
CF3,5,Past Sales Item Filter,5,5,1.63,2,0.5,13,1,1,1.062284725,HwRedeployComponent,19.39201685,188.8243981,15,686,49.37715275,114.3771528,49.37715275
CF2,49.5,Query Service,9,49.5,1.9,11,0.5,1,10,1,1.280973474,HwRedeployComponent,12.89818771,87.25315103,4,82,-53.30973474,-44.30973474,27.69026526
CF3,9,Recommendation Item Filter,9,9,1.63,2,0.5,4,1,1,1.135446676,HwRedeployComponent,9.853347561,152.5462346,7,231,15.64553324,51.64553324,15.64553324
CF3,8,Availability Item Filter,8,8,1.63,2,0.5,2,1,1,1.11711224,HwRedeployComponent,5.637879756,107.8141421,11,278,-3.171122403,12.8288776,-3.171122403
CF2,5,Category Item Filter,5,5,1.64,2,0.5,3,1,1,1.084874655,LwRedeployComponent,12.06781267,83.23832011,14,291,-0.848746547,14.15125345,-0.848746547
CF1,10,Last Second Sales Item Filter,10,10,0.35,2,0.5,5,1,1,1.416360342,RestartComponent,9.667425092,81.91615479,37,750,25.83639658,75.83639658,25.83639658
CF2,25,Bid and Buy Service,10,25,1.72,5,0.5,5,0,5,1.167425863,HwRedeployComponent,7.68021606,189.208131,11,511,113.3257414,263.3257414,-36.67425863
CF2,6,Region Item Filter,6,6,0.35,2,0.5,4,1,1,1.287498345,RestartComponent,17.16943865,93.91547799,1,23,5.125016545,29.12501655,5.125016545
CF3,8,Seller Reputation Item Filter,8,8,1.63,2,0.5,8,1,1,1.479730368,HwRedeployComponent,17.79636848,75.97996468,5,87,41.20269632,105.2026963,41.20269632
CF2,17.5,Persistence Service,7,17.5,1.72,5,0.5,10,5,0,1.087760066,HwRedeployComponent,14.73108942,93.8030449,4,83,6.622399341,41.62239934,146.6223993
CF3,29.75,Authentication Service,7,31.5,1.72,5,0.9,8,4,1,1.403438673,ReplaceComponent,5.10730384,156.5920872,2,62,55.26561327,156.0656133,357.6656133
CF2,16,Reputation Service,8,16,1.64,4,0.5,3,0,4,1.140929029,LwRedeployComponent,14.0272306,151.5789161,15,532,32.59070971,92.59070971,-27.40929029
CF2,8,Availability Item Filter,8,8,0.35,2,0.5,14,1,1,1.259145119,RestartComponent,5.637879756,107.8141421,36,957,91.40854881,203.4085488,91.40854881
CF1,7,Comment Item Filter,7,7,1.53,2,0.5,7,1,1,1.48508765,LwRedeployComponent,13.4881317,158.2886289,11,430,27.1491235,76.1491235,27.1491235
CF2,49.5,Query Service,9,49.5,0.35,11,0.5,6,10,1,1.488633274,RestartComponent,12.89818771,87.25315103,4,77,-10.38633274,43.61366726,475.6136673
CF1,16,Reputation Service,8,16,1.69,4,0.5,9,0,4,1.466750344,HwRedeployComponent,14.0272306,151.5789161,15,546,149.3324966,329.3324966,-30.66750344
CF2,16,Item Management Service,8,16,1.69,4,0.5,7,0,4,1.102417626,HwRedeployComponent,7.445206458,103.3109746,35,895,112.9758237,252.9758237,-27.02417626
CF2,13.5,Inventory Service,9,13.5,1.66,3,0.5,8,1,2,1.099471257,HwRedeployComponent,13.07438129,70.4972201,47,814,83.50528743,191.5052874,83.50528743
CF1,5,Category Item Filter,5,5,0.35,2,0.5,12,1,1,1.152347423,RestartComponent,12.06781267,83.23832011,12,233,43.47652577,103.4765258,43.47652577
CF2,6,Region Item Filter,6,6,1.64,2,0.5,10,1,1,1.389153265,LwRedeployComponent,17.16943865,93.91547799,40,920,40.10846735,100.1084673,40.10846735
CF3,7,Future Sales Item Filter,7,7,1.63,2,0.5,10,1,1,1.30025434,HwRedeployComponent,11.61201278,170.676447,20,822,49.9974566,119.9974566,49.9974566
CF1,5,Past Sales Item Filter,5,5,1.53,2,0.5,13,1,1,1.102826079,LwRedeployComponent,19.39201685,188.8243981,19,893,48.97173921,113.9717392,48.97173921
CF1,6,Region Item Filter,6,6,1.53,2,0.5,14,1,1,1.245354179,LwRedeployComponent,17.16943865,93.91547799,28,650,65.54645821,149.5464582,65.54645821
CF2,7,Future Sales Item Filter,7,7,1.63,2,0.5,7,1,1,1.150135401,HwRedeployComponent,11.61201278,170.676447,21,860,30.49864599,79.49864599,30.49864599
CF3,49.5,Query Service,9,49.5,1.9,11,0.5,6,10,1,1.445797488,HwRedeployComponent,12.89818771,87.25315103,31,669,-9.957974879,44.04202512,476.0420251
CF3,13.5,Inventory Service,9,13.5,1.66,3,0.5,3,1,2,1.335499436,HwRedeployComponent,13.07438129,70.4972201,22,379,13.64500564,54.14500564,13.64500564
CF1,35.7,Authentication Service,7,37.8,1.75,6,0.9,5,5,1,1.188547895,ReplaceComponent,5.10730384,156.5920872,4,151,13.31452105,76.31452105,265.314521
CF1,10,Last Second Sales Item Filter,10,10,1.53,2,0.5,1,1,1,1.339861677,LwRedeployComponent,9.667425092,81.91615479,16,317,-13.39861677,-3.398616773,-13.39861677
CF3,16,User Management Service,8,16,1.69,4,0.5,6,0,4,1.422950479,HwRedeployComponent,17.63671044,128.1755686,2,60,89.77049521,209.7704952,-30.22950479
CF3,7,Comment Item Filter,7,7,1.63,2,0.5,7,1,1,1.238849704,HwRedeployComponent,13.4881317,158.2886289,25,951,29.61150296,78.61150296,29.61150296
CF1,7,Future Sales Item Filter,7,7,0.35,2,0.5,2,1,1,1.140342037,RestartComponent,11.61201278,170.676447,3,96,-4.403420374,9.596579626,-4.403420374
CF1,7,Future Sales Item Filter,7,7,1.53,2,0.5,6,1,1,1.028796047,LwRedeployComponent,11.61201278,170.676447,1,27,24.71203953,66.71203953,24.71203953
CF2,8,Seller Reputation Item Filter,8,8,1.64,2,0.5,10,1,1,1.031693152,LwRedeployComponent,17.79636848,75.97996468,50,941,61.68306848,141.6830685,61.68306848
CF3,25,Bid and Buy Service,10,25,1.72,5,0.5,3,0,5,1.413603966,HwRedeployComponent,7.68021606,189.208131,9,424,50.86396034,140.8639603,-39.13603966
CF2,16,Reputation Service,8,16,1.69,4,0.5,11,0,4,1.481449311,HwRedeployComponent,14.0272306,151.5789161,21,762,189.1855069,409.1855069,-30.81449311
CF1,7,Future Sales Item Filter,7,7,1.63,2,0.5,7,1,1,1.139179297,HwRedeployComponent,11.61201278,170.676447,6,233,30.60820703,79.60820703,30.60820703
CF1,6,Region Item Filter,6,6,0.35,2,0.5,13,1,1,1.382383179,RestartComponent,17.16943865,93.91547799,37,859,58.17616821,136.1761682,58.17616821
CF1,6,Region Item Filter,6,6,1.53,2,0.5,13,1,1,1.452110513,LwRedeployComponent,17.16943865,93.91547799,29,664,57.47889487,135.4788949,57.47889487
CF1,5,Past Sales Item Filter,5,5,1.53,2,0.5,6,1,1,1.028912742,LwRedeployComponent,19.39201685,188.8243981,2,75,14.71087258,44.71087258,14.71087258
CF2,13.5,Inventory Service,9,13.5,1.66,3,0.5,6,1,2,1.1487032,HwRedeployComponent,13.07438129,70.4972201,25,425,56.012968,137.012968,56.012968
CF3,16,Item Management Service,8,16,1.69,4,0.5,5,0,4,1.112234166,HwRedeployComponent,7.445206458,103.3109746,26,668,72.87765834,172.8776583,-27.12234166
CF1,29.75,Authentication Service,7,31.5,1.72,5,0.9,4,4,1,1.086494914,ReplaceComponent,5.10730384,156.5920872,15,553,8.03505086,58.43505086,159.2350509
CF3,58.5,Query Service,9,58.5,1.96,13,0.5,9,12,1,1.076154087,HwRedeployComponent,12.89818771,87.25315103,11,224,11.73845913,92.73845913,902.7384591
CF3,16,User Management Service,8,16,1.69,4,0.5,9,0,4,1.188643691,HwRedeployComponent,17.63671044,128.1755686,6,169,152.1135631,332.1135631,-27.88643691
CF2,8,Buy Now Item Filter,8,8,1.64,2,0.5,12,1,1,1.254918506,LwRedeployComponent,16.2191377,143.3773476,9,292,75.45081494,171.4508149,75.45081494
CF1,10,Last Second Sales Item Filter,10,10,1.63,2,0.5,13,1,1,1.434315526,HwRedeployComponent,9.667425092,81.91615479,46,923,105.6568447,235.6568447,105.6568447
CF3,49.5,Query Service,9,49.5,1.9,11,0.5,7,10,1,1.387777255,HwRedeployComponent,12.89818771,87.25315103,36,782,-0.377772545,62.62222745,566.6222275
CF2,29.75,Authentication Service,7,31.5,1.72,5,0.9,3,4,1,1.059067395,ReplaceComponent,5.10730384,156.5920872,8,281,-4.290673946,33.50932605,109.1093261
CF3,9,Recommendation Item Filter,9,9,1.63,2,0.5,8,1,1,1.394287926,HwRedeployComponent,9.853347561,152.5462346,6,209,49.05712074,121.0571207,49.05712074
CF2,8,Seller Reputation Item Filter,8,8,1.63,2,0.5,3,1,1,1.125518157,HwRedeployComponent,17.79636848,75.97996468,38,705,4.744818425,28.74481843,4.744818425
CF3,16,Reputation Service,8,16,1.69,4,0.5,15,0,4,1.374038845,HwRedeployComponent,14.0272306,151.5789161,17,632,270.2596115,570.2596115,-29.74038845
CF1,58.5,Query Service,9,58.5,0.35,13,0.5,11,12,1,1.409518368,RestartComponent,12.89818771,87.25315103,24,515,26.40481632,125.4048163,1115.404816
CF3,7,Comment Item Filter,7,7,1.63,2,0.5,5,1,1,1.354259665,HwRedeployComponent,13.4881317,158.2886289,14,527,14.45740335,49.45740335,14.45740335
CF2,13.5,Inventory Service,9,13.5,1.64,3,0.5,6,1,2,1.151492557,LwRedeployComponent,13.07438129,70.4972201,4,61,55.98507443,136.9850744,55.98507443
CF3,16,User Management Service,8,16,1.69,4,0.5,5,0,4,1.111005009,HwRedeployComponent,17.63671044,128.1755686,13,399,72.88994991,172.8899499,-27.11005009
CF3,10,Last Second Sales Item Filter,10,10,1.63,2,0.5,14,1,1,1.23002323,HwRedeployComponent,9.667425092,81.91615479,15,301,117.6997677,257.6997677,117.6997677
CF1,7,Comment Item Filter,7,7,1.53,2,0.5,14,1,1,1.425574516,LwRedeployComponent,13.4881317,158.2886289,5,172,76.74425484,174.7442548,76.74425484
CF3,16,Item Management Service,8,16,1.69,4,0.5,1,0,4,1.376427931,HwRedeployComponent,7.445206458,103.3109746,19,470,-9.76427931,10.23572069,-29.76427931
CF1,8,Seller Reputation Item Filter,8,8,0.35,2,0.5,3,1,1,1.458537582,RestartComponent,17.79636848,75.97996468,43,812,1.414624182,25.41462418,1.414624182
CF2,8,Buy Now Item Filter,8,8,1.64,2,0.5,1,1,1,1.075158042,LwRedeployComponent,16.2191377,143.3773476,3,106,-10.75158042,-2.75158042,-10.75158042
CF1,25,Bid and Buy Service,10,25,1.53,5,0.5,14,0,5,1.372735201,LwRedeployComponent,7.68021606,189.208131,6,241,381.272648,801.272648,-38.72735201
CF3,12,Buy Now Item Filter,8,12,1.66,3,0.5,13,2,1,1.318449528,HwRedeployComponent,16.2191377,143.3773476,19,647,78.81550472,182.8155047,182.8155047
CF1,10,Last Second Sales Item Filter,10,10,1.53,2,0.5,3,1,1,1.011683765,LwRedeployComponent,9.667425092,81.91615479,34,676,9.88316235,39.88316235,9.88316235
CF2,7,Future Sales Item Filter,7,7,0.35,2,0.5,5,1,1,1.267680079,RestartComponent,11.61201278,170.676447,21,854,15.32319921,50.32319921,15.32319921
CF1,7,Future Sales Item Filter,7,7,1.53,2,0.5,8,1,1,1.294547166,LwRedeployComponent,11.61201278,170.676447,13,529,36.05452834,92.05452834,36.05452834
CF2,13.5,Inventory Service,9,13.5,1.64,3,0.5,14,1,2,1.139554116,LwRedeployComponent,13.07438129,70.4972201,28,482,164.1044588,353.1044588,164.1044588
CF1,49.5,Query Service,9,49.5,0.35,11,0.5,15,10,1,1.249336931,RestartComponent,12.89818771,87.25315103,3,50,73.00663069,208.0066307,1288.006631
CF1,10,Last Second Sales Item Filter,10,10,0.35,2,0.5,14,1,1,1.418445583,RestartComponent,9.667425092,81.91615479,17,346,115.8155442,255.8155442,115.8155442
CF2,9,Recommendation Item Filter,9,9,0.35,2,0.5,14,1,1,1.405175891,RestartComponent,9.853347561,152.5462346,22,806,102.9482411,228.9482411,102.9482411
CF1,8,Availability Item Filter,8,8,1.53,2,0.5,5,1,1,1.455801821,LwRedeployComponent,5.637879756,107.8141421,22,590,17.44198179,57.44198179,17.44198179
CF1,25,Bid and Buy Service,10,25,1.72,5,0.5,5,0,5,1.458353244,HwRedeployComponent,7.68021606,189.208131,5,222,110.4164676,260.4164676,-39.58353244
CF3,7,Comment Item Filter,7,7,1.63,2,0.5,2,1,1,1.16868515,HwRedeployComponent,13.4881317,158.2886289,10,376,-4.686851499,9.313148501,-4.686851499
CF2,6,Region Item Filter,6,6,1.64,2,0.5,3,1,1,1.095151549,LwRedeployComponent,17.16943865,93.91547799,39,904,1.04848451,19.04848451,1.04848451
CF3,6,Region Item Filter,6,6,1.63,2,0.5,1,1,1,1.200537789,HwRedeployComponent,17.16943865,93.91547799,40,927,-12.00537789,-6.005377895,-12.00537789
CF1,9,Recommendation Item Filter,9,9,1.63,2,0.5,1,1,1,1.338403704,HwRedeployComponent,9.853347561,152.5462346,3,77,-13.38403704,-4.384037037,-13.38403704
CF3,29.75,Authentication Service,7,29.75,1.72,5,0.85,13,4,1,1.116989745,HwRedeployComponent,5.10730384,156.5920872,8,284,113.7801026,268.4801026,577.8801026
CF3,5,Past Sales Item Filter,5,5,1.63,2,0.5,8,1,1,1.197594959,HwRedeployComponent,19.39201685,188.8243981,21,954,23.02405041,63.02405041,23.02405041
CF2,17.5,Persistence Service,7,17.5,1.72,5,0.5,10,5,0,1.452131126,HwRedeployComponent,14.73108942,93.8030449,29,660,2.978688743,37.97868874,142.9786887
CF2,7,Future Sales Item Filter,7,7,1.64,2,0.5,4,1,1,1.138837542,LwRedeployComponent,11.61201278,170.676447,15,628,9.611624582,37.61162458,9.611624582
CF3,16,Reputation Service,8,16,1.69,4,0.5,14,0,4,1.376519508,HwRedeployComponent,14.0272306,151.5789161,26,957,250.2348049,530.2348049,-29.76519508
CF3,25,Bid and Buy Service,10,25,1.72,5,0.5,15,0,5,1.323603405,HwRedeployComponent,7.68021606,189.208131,1,17,411.7639659,861.7639659,-38.23603405
CF2,7,Comment Item Filter,7,7,0.35,2,0.5,1,1,1,1.153616969,RestartComponent,13.4881317,158.2886289,22,842,-11.53616969,-4.536169688,-11.53616969
CF1,16,User Management Service,8,16,1.69,4,0.5,3,0,4,1.308026031,HwRedeployComponent,17.63671044,128.1755686,14,422,30.91973969,90.91973969,-29.08026031
CF1,8,Seller Reputation Item Filter,8,8,1.63,2,0.5,1,1,1,1.047616101,HwRedeployComponent,17.79636848,75.97996468,34,629,-10.47616101,-2.476161014,-10.47616101
CF2,16,User Management Service,8,16,1.69,4,0.5,8,0,4,1.016583895,HwRedeployComponent,17.63671044,128.1755686,10,302,133.8341611,293.8341611,-26.16583895
CF2,13.5,Inventory Service,9,13.5,1.64,3,0.5,4,1,2,1.470093238,LwRedeployComponent,13.07438129,70.4972201,9,154,25.79906762,79.79906762,25.79906762
CF3,35.7,Authentication Service,7,37.8,1.75,6,0.9,3,5,1,1.201098854,ReplaceComponent,5.10730384,156.5920872,23,884,-12.01098854,25.78901146,139.1890115
CF3,21,Persistence Service,7,21,1.75,6,0.5,6,6,0,1.225465347,HwRedeployComponent,14.73108942,93.8030449,11,256,-12.25465347,8.74534653,92.74534653
CF2,6,Region Item Filter,6,6,1.63,2,0.5,15,1,1,1.319024428,HwRedeployComponent,17.16943865,93.91547799,12,280,70.80975572,160.8097557,70.80975572
CF3,49.5,Query Service,9,49.5,1.9,11,0.5,14,10,1,1.174551234,HwRedeployComponent,12.89818771,87.25315103,12,261,64.75448766,190.7544877,1198.754488
CF3,7.5,Category Item Filter,5,7.5,1.66,3,0.5,2,2,1,1.062831992,HwRedeployComponent,12.06781267,83.23832011,44,910,-8.128319923,1.871680077,1.871680077
CF3,10,Last Second Sales Item Filter,10,10,1.63,2,0.5,9,1,1,1.140940352,HwRedeployComponent,9.667425092,81.91615479,34,696,68.59059648,158.5905965,68.59059648
CF3,7,Future Sales Item Filter,7,7,1.63,2,0.5,8,1,1,1.478719859,HwRedeployComponent,11.61201278,170.676447,4,137,34.21280141,90.21280141,34.21280141
CF2,9,Recommendation Item Filter,9,9,1.64,2,0.5,8,1,1,1.095005919,LwRedeployComponent,9.853347561,152.5462346,22,805,52.04994081,124.0499408,52.04994081
CF1,5,Category Item Filter,5,5,1.63,2,0.5,8,1,1,1.439660475,HwRedeployComponent,12.06781267,83.23832011,31,638,20.60339525,60.60339525,20.60339525
CF2,16,Item Management Service,8,16,1.69,4,0.5,10,0,4,1.301090995,HwRedeployComponent,7.445206458,103.3109746,29,736,170.9890901,370.9890901,-29.01090995
CF2,13.5,Inventory Service,9,13.5,1.64,3,0.5,10,1,2,1.022649469,LwRedeployComponent,13.07438129,70.4972201,51,887,111.2735053,246.2735053,111.2735053
CF1,17.5,Persistence Service,7,17.5,1.53,5,0.5,1,5,0,1.456143031,LwRedeployComponent,14.73108942,93.8030449,4,83,-28.56143031,-25.06143031,-14.56143031
CF2,8,Buy Now Item Filter,8,8,1.63,2,0.5,10,1,1,1.341503807,HwRedeployComponent,16.2191377,143.3773476,3,82,58.58496193,138.5849619,58.58496193
CF2,8,Seller Reputation Item Filter,8,8,1.63,2,0.5,8,1,1,1.371338708,HwRedeployComponent,17.79636848,75.97996468,27,498,42.28661292,106.2866129,42.28661292
CF2,8,Seller Reputation Item Filter,8,8,1.63,2,0.5,14,1,1,1.20132992,HwRedeployComponent,17.79636848,75.97996468,11,201,91.9867008,203.9867008,91.9867008
