FAILURE_NAME,UTILITY_DROP,AFFECTED_COMPONENT,CRITICALITY,UTILITY_INCREASE,COSTS,CONNECTIVITY,RELIABILITY,IMPORTANCE,PROVIDED_INTERFACE,REQUIRED_INTERFACE,ADT,RULE, PMax,alpha,REPLICA,REQUEST
CF1,1031.304728,Item Management Service,8,1031.304728,0.35,4,0.5,7,0,4,1.102417626,RestartComponent,7.445206458,103.3109746,35,895
CF5,104.4239668,Comment Item Filter,7,797.135046,0.5,2,0.5,5,1,1,1.363761845,AddReplica,13.4881317,158.2886289,41,5037
CF1,1123.449619,Future Sales Item Filter,7,1123.449619,1.53,2,0.5,7,1,1,1.452763323,LwRedeployComponent,11.61201278,170.676447,4,133
CF2,284.168468,Item Management Service,8,284.168468,1.64,4,0.5,2,0,4,1.363979036,LwRedeployComponent,7.445206458,103.3109746,1,14
CF5,2073.544258,Item Management Service,8,2073.544258,0.6,4,0.5,14,0,4,1.111354995,RemoveReplica,7.445206458,103.3109746,23,12
CF5,11.79885118,Availability Item Filter,8,352.1639685,0.5,2,0.5,6,1,1,1.441844913,AddReplica,5.637879756,107.8141421,68,8896
CF5,278.9086865,Buy Now Item Filter,8,489.4862359,0.5,2,0.5,2,1,1,1.064467495,AddReplica,16.2191377,143.3773476,19,1366
CF2,4260.94658,Seller Reputation Item Filter,8,4260.94658,0.35,2,0.5,15,1,1,1.018185532,RestartComponent,17.79636848,75.97996468,7,126
CF5,456.482757,Past Sales Item Filter,5,535.8476442,0.5,2,0.5,3,1,1,1.018197792,AddReplica,19.39201685,188.8243981,25,2735
CF5,2604.148993,Last Second Sales Item Filter,10,2614.060689,0.5,2,0.5,14,1,1,1.410753876,AddReplica,9.667425092,81.91615479,35,1360
CF2,2580.819183,Buy Now Item Filter,8,2580.819183,0.35,2,0.5,10,1,1,1.424284953,RestartComponent,16.2191377,143.3773476,4,142
CF1,1677.812733,Category Item Filter,5,1677.812733,0.35,2,0.5,14,1,1,1.168104061,RestartComponent,12.06781267,83.23832011,41,844
CF5,240.5699512,Inventory Service,9,580.4867938,0.5,3,0.5,3,1,2,1.183471424,AddReplica,13.07438129,70.4972201,78,8703
CF5,280.4432914,Category Item Filter,5,621.8258979,0.5,2,0.5,6,1,1,1.291738199,AddReplica,12.06781267,83.23832011,38,2324
CF2,1249.336112,Availability Item Filter,8,1249.336112,1.63,2,0.5,14,1,1,1.354895343,HwRedeployComponent,5.637879756,107.8141421,29,777
CF5,1.996621648,Authentication Service,7,173.8866548,0.5,5,0.85,1,4,1,1.04698956,AddReplica,5.10730384,156.5920872,58,9153
CF5,98.42755585,Persistence Service,7,1631.187678,0.5,5,0.5,10,5,0,1.087760066,AddReplica,14.73108942,93.8030449,71,8844
CF5,1705.179718,Reputation Service,8,2006.506831,0.5,4,0.5,8,0,4,1.421210681,AddReplica,14.0272306,151.5789161,35,3599
CF1,566.1382594,Last Second Sales Item Filter,10,566.1382594,0.35,2,0.5,3,1,1,1.390724617,RestartComponent,9.667425092,81.91615479,38,769
CF5,808.7605789,Comment Item Filter,7,1636.85216,0.5,2,0.5,9,1,1,1.363564888,AddReplica,13.4881317,158.2886289,16,1199
CF5,616.8308473,User Management Service,8,1826.430745,0.5,4,0.5,6,0,4,1.206884441,AddReplica,17.63671044,128.1755686,39,3765
CF2,3148.75999,Authentication Service,7,3148.75999,1.64,5,0.85,13,4,1,1.163962656,LwRedeployComponent,5.10730384,156.5920872,1,31
CF5,1396.060707,Query Service,9,3992.041065,0.5,11,0.5,5,10,1,1.492303252,AddReplica,12.89818771,87.25315103,65,6683
CF1,1141.193415,Bid and Buy Service,10,1141.193415,1.72,5,0.5,5,0,5,1.08389943,HwRedeployComponent,7.68021606,189.208131,13,583
CF5,472.5048295,Region Item Filter,6,1074.843865,0.5,2,0.5,7,1,1,1.072186786,AddReplica,17.16943865,93.91547799,59,5659
CF1,4572.290804,User Management Service,8,4572.290804,0.35,4,0.5,13,0,4,1.325390957,RestartComponent,17.63671044,128.1755686,9,272
CF5,320.958049,Future Sales Item Filter,7,1514.840395,0.5,2,0.5,10,1,1,1.182268146,AddReplica,11.61201278,170.676447,25,2466
CF3,3338.984156,Persistence Service,7,3338.984156,1.72,5,0.5,13,5,0,1.233868807,HwRedeployComponent,14.73108942,93.8030449,2,29
CF3,4223.645401,Inventory Service,9,4223.645401,1.66,3,0.5,12,1,2,1.245413532,HwRedeployComponent,13.07438129,70.4972201,24,420
CF2,827.4173594,Reputation Service,8,827.4173594,1.64,4,0.5,3,0,4,1.421647648,LwRedeployComponent,14.0272306,151.5789161,15,544
CF5,479.628278,Recommendation Item Filter,9,622.6661045,0.5,2,0.5,4,1,1,1.464343556,AddReplica,9.853347561,152.5462346,34,3544
CF1,11597.69522,Query Service,9,11597.69522,1.53,11,0.5,10,10,1,1.067372452,LwRedeployComponent,12.89818771,87.25315103,24,523
CF5,2394.981262,Bid and Buy Service,10,2960.46609,0.5,5,0.5,13,0,5,1.13997486,AddReplica,7.68021606,189.208131,10,683
CF3,181.3558603,Past Sales Item Filter,5,181.3558603,1.63,2,0.5,1,1,1,1.256430819,HwRedeployComponent,19.39201685,188.8243981,2,80
CF1,191.8671572,Region Item Filter,6,191.8671572,1.53,2,0.5,1,1,1,1.416610653,LwRedeployComponent,17.16943865,93.91547799,17,396
CF2,2819.713453,Comment Item Filter,7,2819.713453,0.35,2,0.5,15,1,1,1.279420359,RestartComponent,13.4881317,158.2886289,2,74
CF2,5284.59142,Inventory Service,9,5284.59142,1.66,3,0.5,15,1,2,1.053300098,HwRedeployComponent,13.07438129,70.4972201,50,867
CF1,1109.679417,Reputation Service,8,1109.679417,1.53,4,0.5,4,0,4,1.249903061,LwRedeployComponent,14.0272306,151.5789161,8,285
CF2,620.4625446,Availability Item Filter,8,620.4625446,1.63,2,0.5,7,1,1,1.097998805,HwRedeployComponent,5.637879756,107.8141421,15,393
CF3,566.7436978,Last Second Sales Item Filter,10,566.7436978,1.63,2,0.5,3,1,1,1.330180773,HwRedeployComponent,9.667425092,81.91615479,17,338
CF2,1325.610674,Item Management Service,8,1325.610674,0.35,4,0.5,9,0,4,1.452648825,RestartComponent,7.445206458,103.3109746,5,105
CF2,1448.573253,Authentication Service,7,1534.375957,1.72,5,0.9,6,4,1,1.007272413,ReplaceComponent,5.10730384,156.5920872,7,236
CF1,2886.901972,Last Second Sales Item Filter,10,2886.901972,0.35,2,0.5,15,1,1,1.33255556,RestartComponent,9.667425092,81.91615479,24,472
CF5,584.9834265,Item Management Service,8,1423.67941,0.5,4,0.5,14,0,4,1.210390368,AddReplica,7.445206458,103.3109746,66,8064
CF5,16.31469917,Category Item Filter,5,256.3433705,0.5,2,0.5,3,1,1,1.246740023,AddReplica,12.06781267,83.23832011,60,5224
CF5,487.2108839,Availability Item Filter,8,885.8205209,0.5,2,0.5,15,1,1,1.481173181,AddReplica,5.637879756,107.8141421,68,9132
CF5,619.3306693,Bid and Buy Service,10,1073.563469,0.5,5,0.5,5,0,5,1.464986063,AddReplica,7.68021606,189.208131,23,2446
CF5,2264.034193,Future Sales Item Filter,7,2263.408391,0.6,2,0.5,14,1,1,1.136015283,RemoveReplica,11.61201278,170.676447,11,455
CF1,839.6403112,Seller Reputation Item Filter,8,839.6403112,1.53,2,0.5,3,1,1,1.458537582,LwRedeployComponent,17.79636848,75.97996468,43,812
CF2,1600.199699,Bid and Buy Service,10,1600.199699,0.35,5,0.5,7,0,5,1.264567411,RestartComponent,7.68021606,189.208131,13,594
CF5,263.1803629,Recommendation Item Filter,9,1571.224406,0.5,2,0.5,12,1,1,1.208279251,AddReplica,9.853347561,152.5462346,59,9383
CF1,2064.546928,Buy Now Item Filter,8,2064.546928,1.63,2,0.5,8,1,1,1.150269776,HwRedeployComponent,16.2191377,143.3773476,21,719
CF5,756.637132,Authentication Service,7,2186.860617,0.5,5,0.85,10,4,1,1.374864762,AddReplica,5.10730384,156.5920872,32,3340
CF5,1025.049861,Buy Now Item Filter,8,1023.767148,0.6,2,0.5,4,1,1,1.119405762,RemoveReplica,16.2191377,143.3773476,12,528
CF2,570.1037686,Past Sales Item Filter,5,570.1037686,0.35,2,0.5,3,1,1,1.165673678,RestartComponent,19.39201685,188.8243981,7,304
CF2,637.1700327,Future Sales Item Filter,7,637.1700327,1.64,2,0.5,4,1,1,1.310268305,LwRedeployComponent,11.61201278,170.676447,5,206
CF5,-6.548267636,Past Sales Item Filter,5,137.8614428,0.5,2,0.5,1,1,1,1.412162208,AddReplica,19.39201685,188.8243981,54,9665
CF5,2221.848294,Reputation Service,8,2219.006477,0.6,4,0.5,8,0,4,1.270515111,RemoveReplica,14.0272306,151.5789161,23,1188
CF5,182.9617148,Last Second Sales Item Filter,10,513.0388941,0.5,2,0.5,4,1,1,1.451676355,AddReplica,9.667425092,81.91615479,67,6588
CF5,447.5425648,Category Item Filter,5,803.0393038,0.5,2,0.5,8,1,1,1.489819298,AddReplica,12.06781267,83.23832011,43,2872
CF5,3150.799464,Persistence Service,7,3548.309673,0.5,5,0.5,14,5,0,1.175703945,AddReplica,14.73108942,93.8030449,11,414
CF2,2294.142076,Recommendation Item Filter,9,2294.142076,0.35,2,0.5,13,1,1,1.154125317,RestartComponent,9.853347561,152.5462346,27,992
CF5,506.3501899,Region Item Filter,6,522.305845,0.5,2,0.5,3,1,1,1.095151549,AddReplica,17.16943865,93.91547799,42,3025
CF5,1036.530974,Seller Reputation Item Filter,8,2056.265871,0.5,2,0.5,10,1,1,1.027830499,AddReplica,17.79636848,75.97996468,62,5122
CF1,1276.079634,Persistence Service,7,1276.079634,1.72,5,0.5,5,5,0,1.289069046,HwRedeployComponent,14.73108942,93.8030449,38,885
CF2,745.2044866,Comment Item Filter,7,745.2044866,0.35,2,0.5,4,1,1,1.013088851,RestartComponent,13.4881317,158.2886289,9,350
CF2,471.9399654,Category Item Filter,5,471.9399654,1.63,2,0.5,4,1,1,1.077254143,HwRedeployComponent,12.06781267,83.23832011,27,546
CF5,784.6256731,Reputation Service,8,1170.506973,0.5,4,0.5,5,0,4,1.493563004,AddReplica,14.0272306,151.5789161,44,5384
CF5,541.2985942,Query Service,9,1060.840124,0.5,11,0.5,1,10,1,1.051513804,AddReplica,12.89818771,87.25315103,28,1519
CF2,3406.733383,Seller Reputation Item Filter,8,3406.733383,1.63,2,0.5,12,1,1,1.01693656,HwRedeployComponent,17.79636848,75.97996468,34,641
CF5,942.8714396,User Management Service,8,1574.325373,0.5,4,0.5,5,0,4,1.466587714,AddReplica,17.63671044,128.1755686,34,2950
CF2,3868.375491,User Management Service,8,3868.375491,1.64,4,0.5,11,0,4,1.170080497,LwRedeployComponent,17.63671044,128.1755686,15,458
CF5,59.96936915,Inventory Service,9,174.5142184,0.5,3,0.5,1,1,2,1.439181756,AddReplica,13.07438129,70.4972201,81,9560
CF5,2832.439755,Buy Now Item Filter,8,3398.546915,0.5,2,0.5,15,1,1,1.416075167,AddReplica,16.2191377,143.3773476,38,4002
CF3,1598.612985,Bid and Buy Service,10,1598.612985,1.72,5,0.5,7,0,5,1.423238725,HwRedeployComponent,7.68021606,189.208131,6,265
CF2,743.1409324,Comment Item Filter,7,743.1409324,0.35,2,0.5,4,1,1,1.219444275,RestartComponent,13.4881317,158.2886289,7,269
CF5,889.2475643,Reputation Service,8,3123.739846,0.5,4,0.5,13,0,4,1.049026482,AddReplica,14.0272306,151.5789161,41,4814
CF5,588.1903833,Item Management Service,8,753.7129842,0.5,4,0.5,6,0,4,1.344070747,AddReplica,7.445206458,103.3109746,41,3288
CF5,1289.020436,Bid and Buy Service,10,2829.000727,0.5,5,0.5,15,0,5,1.254595775,AddReplica,7.68021606,189.208131,47,7643
CF5,240.2765509,Last Second Sales Item Filter,10,1411.494723,0.5,2,0.5,8,1,1,1.205075634,AddReplica,9.667425092,81.91615479,29,1493
CF2,522.305845,Region Item Filter,6,522.305845,0.35,2,0.5,3,1,1,1.095151549,RestartComponent,17.16943865,93.91547799,42,3025
CF3,19141.80365,Query Service,9,19141.80365,1.93,12,0.5,15,11,1,1.200509964,HwRedeployComponent,12.89818771,87.25315103,12,252
CF2,2073.784341,Item Management Service,8,2073.784341,1.64,4,0.5,14,0,4,1.087346705,LwRedeployComponent,7.445206458,103.3109746,5,107
CF1,1049.789329,Recommendation Item Filter,9,1049.789329,1.53,2,0.5,6,1,1,1.437220713,LwRedeployComponent,9.853347561,152.5462346,26,962
CF5,108.6269936,Future Sales Item Filter,7,507.2732314,0.5,2,0.5,4,1,1,1.407673056,AddReplica,11.61201278,170.676447,52,8043
CF3,693.0495357,User Management Service,8,693.0495357,1.69,4,0.5,2,0,4,1.241888175,HwRedeployComponent,17.63671044,128.1755686,16,490
CF5,3687.246162,Seller Reputation Item Filter,8,3686.304216,0.6,2,0.5,13,1,1,1.320581802,RemoveReplica,17.79636848,75.97996468,14,261
CF5,378.1721008,Category Item Filter,5,438.756507,0.5,2,0.5,5,1,1,1.04184687,AddReplica,12.06781267,83.23832011,59,5114
CF3,2062.995886,Buy Now Item Filter,8,2062.995886,1.63,2,0.5,8,1,1,1.305373939,HwRedeployComponent,16.2191377,143.3773476,28,989
CF2,1224.69946,Region Item Filter,6,1224.69946,0.35,2,0.5,6,1,1,1.150012312,RestartComponent,17.16943865,93.91547799,2,25
CF2,840.0199284,Seller Reputation Item Filter,8,840.0199284,1.64,2,0.5,3,1,1,1.420575869,LwRedeployComponent,17.79636848,75.97996468,16,294
CF5,1566.535938,Recommendation Item Filter,9,2006.116579,0.5,2,0.5,12,1,1,1.488209849,AddReplica,9.853347561,152.5462346,21,1753
CF3,1203.7333,Authentication Service,7,1203.7333,1.72,5,0.85,5,4,1,1.180501425,HwRedeployComponent,5.10730384,156.5920872,18,694
CF3,1346.567082,Past Sales Item Filter,5,1346.567082,1.63,2,0.5,7,1,1,1.087409727,HwRedeployComponent,19.39201685,188.8243981,20,900
CF5,3794.947771,Query Service,9,4973.063275,0.5,13,0.5,5,12,1,1.083276387,AddReplica,12.89818771,87.25315103,63,6118
CF5,143.0808446,User Management Service,8,258.8718209,0.5,4,0.5,1,0,4,1.063302668,AddReplica,17.63671044,128.1755686,56,7136
CF5,-5.333696241,Comment Item Filter,7,145.6128711,0.5,2,0.5,1,1,1,1.00331896,AddReplica,13.4881317,158.2886289,47,6359
CF3,588.4966035,Category Item Filter,5,588.4966035,1.63,2,0.5,5,1,1,1.489403002,HwRedeployComponent,12.06781267,83.23832011,6,114
CF2,3354.520058,Reputation Service,8,3354.520058,1.64,4,0.5,12,0,4,1.201528576,LwRedeployComponent,14.0272306,151.5789161,15,532
CF5,348.3007973,Region Item Filter,6,1809.061883,0.5,2,0.5,13,1,1,1.48276722,AddReplica,17.16943865,93.91547799,67,7573
CF5,1478.502675,Buy Now Item Filter,8,2760.588388,0.5,2,0.5,13,1,1,1.082619243,AddReplica,16.2191377,143.3773476,49,6049
CF3,4628.432112,Query Service,9,4628.432112,1.9,11,0.5,4,10,1,1.491546488,HwRedeployComponent,12.89818771,87.25315103,37,792
CF3,1044.261617,Inventory Service,9,1044.261617,1.66,3,0.5,3,1,2,1.476326673,HwRedeployComponent,13.07438129,70.4972201,21,364
CF5,115.4575308,Query Service,9,5928.172347,0.5,11,0.5,7,10,1,1.055560435,AddReplica,12.89818771,87.25315103,60,5626
CF5,3388.597292,Authentication Service,7,3388.597253,0.6,5,0.85,14,4,1,1.490995483,RemoveReplica,5.10730384,156.5920872,23,392
CF5,194.9142606,Availability Item Filter,8,823.9253327,0.5,2,0.5,10,1,1,1.110151573,AddReplica,5.637879756,107.8141421,28,1855
CF2,1536.352868,Last Second Sales Item Filter,10,1536.352868,0.35,2,0.5,8,1,1,1.043514663,RestartComponent,9.667425092,81.91615479,9,179
CF5,256.5874057,Item Management Service,8,378.0062974,0.5,4,0.5,3,0,4,1.482369762,AddReplica,7.445206458,103.3109746,37,2784
CF2,4929.386142,Inventory Service,9,4929.386142,0.35,3,0.5,14,1,2,1.272998467,RestartComponent,13.07438129,70.4972201,43,756
CF3,961.565702,Authentication Service,7,961.565702,1.72,5,0.85,4,4,1,1.086494914,HwRedeployComponent,5.10730384,156.5920872,15,553
CF5,164.7912938,Last Second Sales Item Filter,10,1045.703681,0.5,2,0.5,8,1,1,1.043514663,AddReplica,9.667425092,81.91615479,66,6480
CF1,352.1639685,Availability Item Filter,8,352.1639685,0.35,2,0.5,6,1,1,1.441844913,RestartComponent,5.637879756,107.8141421,68,8896
CF5,22.74692922,Availability Item Filter,8,132.1346078,0.5,2,0.5,2,1,1,1.273119986,AddReplica,5.637879756,107.8141421,50,4870
CF2,1921.844984,Last Second Sales Item Filter,10,1921.844984,0.35,2,0.5,10,1,1,1.164003434,RestartComponent,9.667425092,81.91615479,16,311
CF5,2263.690715,Future Sales Item Filter,7,2263.646826,0.6,2,0.5,14,1,1,1.223471485,RemoveReplica,11.61201278,170.676447,12,371
CF5,3527.09451,Query Service,9,13590.5385,0.5,12,0.5,12,11,1,1.009976762,AddReplica,12.89818771,87.25315103,36,2227
CF1,1538.533723,Past Sales Item Filter,5,1538.533723,1.63,2,0.5,8,1,1,1.282762456,HwRedeployComponent,19.39201685,188.8243981,15,707
CF3,1685.496058,Comment Item Filter,7,1685.496058,1.63,2,0.5,9,1,1,1.400853563,HwRedeployComponent,13.4881317,158.2886289,6,214
CF2,1140.35815,Bid and Buy Service,10,1140.35815,0.35,5,0.5,5,0,5,1.167425863,RestartComponent,7.68021606,189.208131,11,511
CF1,1514.840395,Future Sales Item Filter,7,1514.840395,1.63,2,0.5,10,1,1,1.182268146,HwRedeployComponent,11.61201278,170.676447,25,2466
CF5,182.4351066,Authentication Service,7,209.3148336,0.5,5,0.85,1,4,1,1.401167417,AddReplica,5.10730384,156.5920872,31,3072
CF5,387.5538235,Past Sales Item Filter,5,1148.495317,0.5,2,0.5,7,1,1,1.232378889,AddReplica,19.39201685,188.8243981,42,6220
CF2,1476.962041,Item Management Service,8,1476.962041,1.69,4,0.5,10,0,4,1.207925084,HwRedeployComponent,7.445206458,103.3109746,18,443
CF5,8113.091497,Query Service,9,8113.091497,0.6,11,0.5,7,10,1,1.276676248,RemoveReplica,12.89818771,87.25315103,25,160
CF5,1021.986972,Inventory Service,9,1024.352365,0.5,3,0.5,3,1,2,1.413756704,AddReplica,13.07438129,70.4972201,42,1280
CF3,1073.559489,Category Item Filter,5,1073.559489,1.63,2,0.5,9,1,1,1.254365137,HwRedeployComponent,12.06781267,83.23832011,22,442
CF5,229.1215085,Bid and Buy Service,10,602.1250738,0.5,5,0.5,3,0,5,1.45168885,AddReplica,7.68021606,189.208131,35,4624
CF2,605.6595802,Region Item Filter,6,605.6595802,1.63,2,0.5,3,1,1,1.244021114,HwRedeployComponent,17.16943865,93.91547799,28,650
CF1,3339.10105,Persistence Service,7,3339.10105,1.72,5,0.5,13,5,0,1.222179369,HwRedeployComponent,14.73108942,93.8030449,39,893
CF2,1310.881651,Comment Item Filter,7,1310.881651,1.64,2,0.5,7,1,1,1.095525514,LwRedeployComponent,13.4881317,158.2886289,19,747
CF5,941.4233365,Seller Reputation Item Filter,8,2745.314307,0.5,2,0.5,15,1,1,1.206584696,AddReplica,17.79636848,75.97996468,71,7027
CF1,17401.40777,Query Service,9,17401.40777,1.53,11,0.5,15,10,1,1.114564248,LwRedeployComponent,12.89818771,87.25315103,16,342
CF5,1240.591099,Region Item Filter,6,2469.89462,0.5,2,0.5,13,1,1,1.194408409,AddReplica,17.16943865,93.91547799,29,1667
CF5,1382.098573,Buy Now Item Filter,8,2151.774466,0.5,2,0.5,10,1,1,1.180652863,AddReplica,16.2191377,143.3773476,46,5495
CF3,1250.341516,Availability Item Filter,8,1250.341516,1.63,2,0.5,14,1,1,1.254354902,HwRedeployComponent,5.637879756,107.8141421,30,789
CF5,210.7789389,Category Item Filter,5,1478.668388,0.5,2,0.5,15,1,1,1.335752205,AddReplica,12.06781267,83.23832011,47,3344
CF2,3633.277402,Reputation Service,8,3633.277402,1.69,4,0.5,13,0,4,1.38025541,HwRedeployComponent,14.0272306,151.5789161,25,920
CF5,3701.589306,Persistence Service,7,3701.574563,0.6,6,0.5,12,6,0,1.060210447,RemoveReplica,14.73108942,93.8030449,40,638
CF5,25.48865278,Comment Item Filter,7,156.8939871,0.5,2,0.5,1,1,1,1.16200718,AddReplica,13.4881317,158.2886289,36,3975
CF3,3868.375491,User Management Service,8,3868.375491,1.69,4,0.5,11,0,4,1.170080497,HwRedeployComponent,17.63671044,128.1755686,15,458
CF5,924.4117435,User Management Service,8,1324.890997,0.5,4,0.5,5,0,4,1.466587714,AddReplica,17.63671044,128.1755686,57,7342
CF5,331.1748986,User Management Service,8,3754.331079,0.5,4,0.5,12,0,4,1.16714265,AddReplica,17.63671044,128.1755686,35,3158
CF5,304.716229,Region Item Filter,6,730.5426403,0.5,2,0.5,5,1,1,1.150260649,AddReplica,17.16943865,93.91547799,63,6514
CF2,1019.34347,Persistence Service,7,1019.34347,0.35,5,0.5,4,5,0,1.183278997,RestartComponent,14.73108942,93.8030449,25,581
CF2,1636.85216,Comment Item Filter,7,1636.85216,1.63,2,0.5,9,1,1,1.363564888,HwRedeployComponent,13.4881317,158.2886289,16,1199
CF5,2612.83111,Comment Item Filter,7,2584.164794,0.6,2,0.5,14,1,1,1.236792574,RemoveReplica,13.4881317,158.2886289,5,336
CF2,1759.913069,Recommendation Item Filter,9,1759.913069,1.63,2,0.5,10,1,1,1.368949251,HwRedeployComponent,9.853347561,152.5462346,18,683
CF5,1109.975484,Reputation Service,8,1109.975484,0.6,4,0.5,4,0,4,1.220296382,RemoveReplica,14.0272306,151.5789161,20,130
CF5,408.3015484,Comment Item Filter,7,492.7056751,0.5,2,0.5,3,1,1,1.408193196,AddReplica,13.4881317,158.2886289,36,3945
CF2,1923.082433,Item Management Service,8,1923.082433,1.64,4,0.5,13,0,4,1.267124643,LwRedeployComponent,7.445206458,103.3109746,21,526
CF1,6951.887039,Query Service,9,6951.887039,0.35,11,0.5,6,10,1,1.313432625,RestartComponent,12.89818771,87.25315103,19,414
CF5,393.1598046,Query Service,9,6648.218835,0.5,11,0.5,8,10,1,1.179747002,AddReplica,12.89818771,87.25315103,62,5999
CF3,4572.564876,User Management Service,8,4572.564876,1.69,4,0.5,13,0,4,1.297983751,HwRedeployComponent,17.63671044,128.1755686,14,424
